BINARY is encodes ObjectProperty
BINARY SubClassOf H2_Class_II_Allele MHC_Class_II_Allele
BINARY is MHC_Allele_Encoding_Peptide_Presenting_Protein Class
BINARY is MHC_Class_II_Allele Class
BINARY equiv MHC_Class_II_Allele MHC_Class_I_Allele
BINARY SubClassOf MHC_Class_II_Allele MHC_Allele_Encoding_Peptide_Presenting_Protein
BINARY DisjointWith MHC_Class_II_Allele MHC_Class_I_Allele
BINARY is MHC_Class_II_Region_Allele Class
BINARY is MHC_Class_I_Allele Class
BINARY equiv MHC_Class_I_Allele MHC_Class_II_Allele
BINARY DisjointWith MHC_Class_I_Allele MHC_Class_II_Allele
BINARY is www.w3.org/2002/07/# Class
