www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
06N40Z is Class.
www.w3.org/2000/01/-schema# is Annotations.
Thing is www.w3.org/2002/07/#.
LION 0033692 is Class.
LION 0033692 SubClassOf LION 0022241.
LION 0033693 is Class.
LION 0033693 SubClassOf LION 0022241.
LION 0033698 is Class.
LION 0033698 SubClassOf LION 0022241.
LION 0033699 is Class.
LION 0033699 SubClassOf LION 0022241.
LION 0033703 is Class.
LION 0033703 SubClassOf LION 0022241.
LION 0033705 is Class.
LION 0033705 SubClassOf LION 0022245.
LION 0033745 is Class.
LION 0033745 SubClassOf LION 0022262.
LION 0033753 is Class.
LION 0033753 SubClassOf LION 0022263.
LION 0033760 is Class.
LION 0033760 SubClassOf LION 0022265.
LION 0033784 is Class.
LION 0033784 SubClassOf LION 0022266.
LION 0033787 is Class.
LION 0033787 SubClassOf LION 0022269.
LION 0033807 is Class.
LION 0033807 SubClassOf LION 0015827,.
LION 0033807 SubClassOf LION 0022242,.
LION 0033807 SubClassOf LION 0022272.
LION 0033811 is Class.
LION 0033811 SubClassOf LION 0015830,.
LION 0033811 SubClassOf LION 0022242,.
LION 0033811 SubClassOf LION 0022275.
LION 0033822 is Class.
LION 0033822 SubClassOf LION 0015833,.
LION 0033822 SubClassOf LION 0022242,.
LION 0033822 SubClassOf LION 0022278.
LION 0033867 is Class.
LION 0033867 SubClassOf LION 0022245.
LION 0033873 is Class.
LION 0033873 SubClassOf LION 0022245.
LION 0033874 is Class.
LION 0033874 SubClassOf LION 0022245.
LION 0033877 is Class.
LION 0033877 SubClassOf LION 0022245.
LION 0033878 is Class.
LION 0033878 SubClassOf LION 0022245.
LION 0033879 is Class.
LION 0033879 SubClassOf LION 0022245.
LION 0033880 is Class.
LION 0033880 SubClassOf LION 0022245.
LION 0033881 is Class.
LION 0033881 SubClassOf LION 0022245.
LION 0033882 is Class.
LION 0033882 SubClassOf LION 0022245.
LION 0033883 is Class.
LION 0033883 SubClassOf LION 0022245,.
LION 0033883 SubClassOf LION 0022262.
LION 0033884 is Class.
LION 0033884 SubClassOf LION 0022245,.
LION 0033884 SubClassOf LION 0022263.
LION 0033888 is Class.
LION 0033888 SubClassOf LION 0022245.
LION 0033889 is Class.
LION 0033889 SubClassOf LION 0022245,.
LION 0033889 SubClassOf LION 0022265.
LION 0033892 is Class.
LION 0033892 SubClassOf LION 0022245.
LION 0033897 is Class.
LION 0033897 SubClassOf LION 0022245.
LION 0033898 is Class.
LION 0033898 SubClassOf LION 0022245.
LION 0033900 is Class.
LION 0033900 SubClassOf LION 0022245.
LION 0033901 is Class.
LION 0033901 SubClassOf LION 0022245.
LION 0033903 is Class.
LION 0033903 SubClassOf LION 0022245.
LION 0033908 is Class.
LION 0033908 SubClassOf LION 0022245.
LION 0033909 is Class.
LION 0033909 SubClassOf LION 0022245,.
LION 0033909 SubClassOf LION 0022266.
LION 0033915 is Class.
LION 0033915 SubClassOf LION 0015817,.
LION 0033915 SubClassOf LION 0022245,.
LION 0033915 SubClassOf LION 0022267.
LION 0033921 is Class.
LION 0033921 SubClassOf LION 0022245.
LION 0033922 is Class.
LION 0033922 SubClassOf LION 0022245,.
LION 0033922 SubClassOf LION 0022269.
LION 0033928 is Class.
LION 0033928 SubClassOf LION 0022245.
LION 0033934 is Class.
LION 0033934 SubClassOf LION 0022245.
LION 0033935 is Class.
LION 0033935 SubClassOf LION 0022245.
LION 0033940 is Class.
LION 0033940 SubClassOf LION 0022245.
LION 0033945 is Class.
LION 0033945 SubClassOf LION 0022245.
LION 0033946 is Class.
LION 0033946 SubClassOf LION 0022245.
LION 0033949 is Class.
LION 0033949 SubClassOf LION 0022245.
LION 0033954 is Class.
LION 0033954 SubClassOf LION 0022245.
LION 0033955 is Class.
LION 0033955 SubClassOf LION 0022245.
LION 0033957 is Class.
LION 0033957 SubClassOf LION 0022245.
LION 0033963 is Class.
LION 0033963 SubClassOf LION 0022245.
LION 0033964 is Class.
LION 0033964 SubClassOf LION 0022245.
LION 0033965 is Class.
LION 0033965 SubClassOf LION 0015831,.
LION 0033965 SubClassOf LION 0022245,.
LION 0033965 SubClassOf LION 0022275.
LION 0033966 is Class.
LION 0033966 SubClassOf LION 0022245.
LION 0033967 is Class.
LION 0033967 SubClassOf LION 0022245.
LION 0033968 is Class.
LION 0033968 SubClassOf LION 0022245.
LION 0033969 is Class.
LION 0033969 SubClassOf LION 0022245.
LION 0033970 is Class.
LION 0033970 SubClassOf LION 0022245.
LION 0033971 is Class.
LION 0033971 SubClassOf LION 0022245.
LION 0033975 is Class.
LION 0033975 SubClassOf LION 0022245.
LION 0033976 is Class.
LION 0033976 SubClassOf LION 0022245.
LION 0033977 is Class.
LION 0033977 SubClassOf LION 0022245.
LION 0033978 is Class.
LION 0033978 SubClassOf LION 0022245.
LION 0033979 is Class.
LION 0033979 SubClassOf LION 0022245.
LION 0033983 is Class.
LION 0033983 SubClassOf LION 0022245.
LION 0034013 is Class.
LION 0034013 SubClassOf LION 0022262.
LION 0034019 is Class.
LION 0034019 SubClassOf LION 0022263.
LION 0034022 is Class.
LION 0034022 SubClassOf LION 0022265.
LION 0034036 is Class.
LION 0034036 SubClassOf LION 0022266.
LION 0034043 is Class.
LION 0034043 SubClassOf LION 0022269.
LION 0034074 is Class.
LION 0034074 SubClassOf LION 0015832,.
LION 0034074 SubClassOf LION 0022247,.
LION 0034074 SubClassOf LION 0022275.
LION 0034112 is Class.
LION 0034112 SubClassOf LION 0022262.
LION 0034113 is Class.
LION 0034113 SubClassOf LION 0022263.
LION 0034115 is Class.
LION 0034115 SubClassOf LION 0022265.
LION 0034119 is Class.
LION 0034119 SubClassOf LION 0022266.
LION 0034124 is Class.
LION 0034124 SubClassOf LION 0022269.
LION 0034137 is Class.
LION 0034137 SubClassOf LION 0022275.
LION 0034153 is Class.
LION 0034153 SubClassOf LION 0022262.
LION 0034154 is Class.
LION 0034154 SubClassOf LION 0022263.
LION 0034156 is Class.
LION 0034156 SubClassOf LION 0022265.
LION 0034160 is Class.
LION 0034160 SubClassOf LION 0022266.
LION 0034163 is Class.
LION 0034163 SubClassOf LION 0022269.
LION 0034176 is Class.
LION 0034176 SubClassOf LION 0022275.
LION 0034191 is Class.
LION 0034191 SubClassOf LION 0022262.
LION 0034192 is Class.
LION 0034192 SubClassOf LION 0022263.
LION 0034194 is Class.
LION 0034194 SubClassOf LION 0022265.
LION 0034202 is Class.
LION 0034202 SubClassOf LION 0022266.
LION 0034205 is Class.
LION 0034205 SubClassOf LION 0022269.
LION 0034255 is Class.
LION 0034255 SubClassOf LION 0022275.
LION 0034293 is Class.
LION 0034293 SubClassOf LION 0022262.
LION 0034296 is Class.
LION 0034296 SubClassOf LION 0022263.
LION 0034302 is Class.
LION 0034302 SubClassOf LION 0022265.
LION 0034311 is Class.
LION 0034311 SubClassOf LION 0022266.
LION 0034314 is Class.
LION 0034314 SubClassOf LION 0022269.
LION 0034374 is Class.
LION 0034374 SubClassOf LION 0022275.
LION 0034393 is Class.
LION 0034393 SubClassOf LION 0022262.
LION 0034394 is Class.
LION 0034394 SubClassOf LION 0022263.
LION 0034401 is Class.
LION 0034401 SubClassOf LION 0022265.
LION 0034407 is Class.
LION 0034407 SubClassOf LION 0022266.
LION 0034413 is Class.
LION 0034413 SubClassOf LION 0022269.
LION 0034451 is Class.
LION 0034451 SubClassOf LION 0022275.
LION 0034490 is Class.
LION 0034490 SubClassOf LION 0022262.
LION 0034491 is Class.
LION 0034491 SubClassOf LION 0022263.
LION 0034493 is Class.
LION 0034493 SubClassOf LION 0022265.
LION 0034495 is Class.
LION 0034495 SubClassOf LION 0022266.
LION 0034498 is Class.
LION 0034498 SubClassOf LION 0022269.
LION 0034524 is Class.
LION 0034524 SubClassOf LION 0022275.
LION 0034565 is Class.
LION 0034565 SubClassOf LION 0022262.
LION 0034569 is Class.
LION 0034569 SubClassOf LION 0022263.
LION 0034573 is Class.
LION 0034573 SubClassOf LION 0022265.
LION 0034585 is Class.
LION 0034585 SubClassOf LION 0022266.
LION 0034593 is Class.
LION 0034593 SubClassOf LION 0022269.
LION 0034596 is Class.
LION 0034596 SubClassOf LION 0015830,.
LION 0034596 SubClassOf LION 0022261,.
LION 0034596 SubClassOf LION 0022270.
LION 0034633 is Class.
LION 0034633 SubClassOf LION 0015871,.
LION 0034633 SubClassOf LION 0022261,.
LION 0034633 SubClassOf LION 0022275.
LION 0034658 is Class.
LION 0034658 SubClassOf LION 0022262.
LION 0034662 is Class.
LION 0034662 SubClassOf LION 0022262,.
LION 0034662 SubClassOf LION 0022263.
LION 0034663 is Class.
LION 0034663 SubClassOf LION 0022262.
LION 0034664 is Class.
LION 0034664 SubClassOf LION 0022262,.
LION 0034664 SubClassOf LION 0022265.
LION 0034665 is Class.
LION 0034665 SubClassOf LION 0022262.
LION 0034666 is Class.
LION 0034666 SubClassOf LION 0022262.
LION 0034670 is Class.
LION 0034670 SubClassOf LION 0022262.
LION 0034675 is Class.
LION 0034675 SubClassOf LION 0022262.
LION 0034676 is Class.
LION 0034676 SubClassOf LION 0022262.
LION 0034680 is Class.
LION 0034680 SubClassOf LION 0022262.
LION 0034684 is Class.
LION 0034684 SubClassOf LION 0022262.
LION 0034685 is Class.
LION 0034685 SubClassOf LION 0022262,.
LION 0034685 SubClassOf LION 0022266.
LION 0034688 is Class.
LION 0034688 SubClassOf LION 0022262.
LION 0034694 is Class.
LION 0034694 SubClassOf LION 0022262.
LION 0034695 is Class.
LION 0034695 SubClassOf LION 0022262,.
LION 0034695 SubClassOf LION 0022269.
LION 0034697 is Class.
LION 0034697 SubClassOf LION 0022262.
LION 0034703 is Class.
LION 0034703 SubClassOf LION 0022262.
LION 0034704 is Class.
LION 0034704 SubClassOf LION 0022262.
LION 0034705 is Class.
LION 0034705 SubClassOf LION 0022262.
LION 0034706 is Class.
LION 0034706 SubClassOf LION 0022262.
LION 0034707 is Class.
LION 0034707 SubClassOf LION 0022262.
LION 0034708 is Class.
LION 0034708 SubClassOf LION 0022262.
LION 0034709 is Class.
LION 0034709 SubClassOf LION 0022262.
LION 0034711 is Class.
LION 0034711 SubClassOf LION 0022262.
LION 0034712 is Class.
LION 0034712 SubClassOf LION 0022262.
LION 0034713 is Class.
LION 0034713 SubClassOf LION 0022262.
LION 0034718 is Class.
LION 0034718 SubClassOf LION 0022262.
LION 0034721 is Class.
LION 0034721 SubClassOf LION 0015872,.
LION 0034721 SubClassOf LION 0022262,.
LION 0034721 SubClassOf LION 0022275.
LION 0034724 is Class.
LION 0034724 SubClassOf LION 0022262.
LION 0034730 is Class.
LION 0034730 SubClassOf LION 0022262.
LION 0034732 is Class.
LION 0034732 SubClassOf LION 0015875,.
LION 0034732 SubClassOf LION 0022262,.
LION 0034732 SubClassOf LION 0022278.
LION 0034736 is Class.
LION 0034736 SubClassOf LION 0022262.
LION 0034737 is Class.
LION 0034737 SubClassOf LION 0022262.
LION 0034738 is Class.
LION 0034738 SubClassOf LION 0022262.
LION 0034739 is Class.
LION 0034739 SubClassOf LION 0022262.
LION 0034740 is Class.
LION 0034740 SubClassOf LION 0022262.
LION 0034741 is Class.
LION 0034741 SubClassOf LION 0022262.
LION 0034742 is Class.
LION 0034742 SubClassOf LION 0022262.
LION 0034746 is Class.
LION 0034746 SubClassOf LION 0022262.
LION 0034749 is Class.
LION 0034749 SubClassOf LION 0022262.
LION 0034751 is Class.
LION 0034751 SubClassOf LION 0022263.
LION 0034753 is Class.
LION 0034753 SubClassOf LION 0022263.
LION 0034754 is Class.
LION 0034754 SubClassOf LION 0022263,.
LION 0034754 SubClassOf LION 0022265.
LION 0034755 is Class.
LION 0034755 SubClassOf LION 0022263.
LION 0034756 is Class.
LION 0034756 SubClassOf LION 0022263.
LION 0034757 is Class.
LION 0034757 SubClassOf LION 0022263.
LION 0034758 is Class.
LION 0034758 SubClassOf LION 0022263.
LION 0034759 is Class.
LION 0034759 SubClassOf LION 0022263.
LION 0034764 is Class.
LION 0034764 SubClassOf LION 0022263.
LION 0034765 is Class.
LION 0034765 SubClassOf LION 0022263.
LION 0034766 is Class.
LION 0034766 SubClassOf LION 0022263,.
LION 0034766 SubClassOf LION 0022266.
LION 0034768 is Class.
LION 0034768 SubClassOf LION 0022263.
LION 0034769 is Class.
LION 0034769 SubClassOf LION 0022263.
LION 0034770 is Class.
LION 0034770 SubClassOf LION 0022263,.
LION 0034770 SubClassOf LION 0022269.
LION 0034771 is Class.
LION 0034771 SubClassOf LION 0022263.
LION 0034774 is Class.
LION 0034774 SubClassOf LION 0022263.
LION 0034775 is Class.
LION 0034775 SubClassOf LION 0022263.
LION 0034776 is Class.
LION 0034776 SubClassOf LION 0022263.
LION 0034777 is Class.
LION 0034777 SubClassOf LION 0022263.
LION 0034778 is Class.
LION 0034778 SubClassOf LION 0022263.
LION 0034779 is Class.
LION 0034779 SubClassOf LION 0022263.
LION 0034780 is Class.
LION 0034780 SubClassOf LION 0022263.
LION 0034781 is Class.
LION 0034781 SubClassOf LION 0022263.
LION 0034782 is Class.
LION 0034782 SubClassOf LION 0022263.
LION 0034783 is Class.
LION 0034783 SubClassOf LION 0022263.
LION 0034784 is Class.
LION 0034784 SubClassOf LION 0022263.
LION 0034785 is Class.
LION 0034785 SubClassOf LION 0015873,.
LION 0034785 SubClassOf LION 0022263,.
LION 0034785 SubClassOf LION 0022275.
LION 0034786 is Class.
LION 0034786 SubClassOf LION 0022263.
LION 0034787 is Class.
LION 0034787 SubClassOf LION 0022263.
LION 0034788 is Class.
LION 0034788 SubClassOf LION 0022263.
LION 0034789 is Class.
LION 0034789 SubClassOf LION 0022263.
LION 0034790 is Class.
LION 0034790 SubClassOf LION 0022263.
LION 0034791 is Class.
LION 0034791 SubClassOf LION 0022263.
LION 0034792 is Class.
LION 0034792 SubClassOf LION 0022263.
LION 0034793 is Class.
LION 0034793 SubClassOf LION 0022263.
LION 0034794 is Class.
LION 0034794 SubClassOf LION 0022263.
LION 0034795 is Class.
LION 0034795 SubClassOf LION 0022263.
LION 0034796 is Class.
LION 0034796 SubClassOf LION 0022263.
LION 0034797 is Class.
LION 0034797 SubClassOf LION 0022263.
LION 0034799 is Class.
LION 0034799 SubClassOf LION 0022265.
LION 0034807 is Class.
LION 0034807 SubClassOf LION 0022266.
LION 0034809 is Class.
LION 0034809 SubClassOf LION 0015831,.
LION 0034809 SubClassOf LION 0022264,.
LION 0034809 SubClassOf LION 0022268.
LION 0034810 is Class.
LION 0034810 SubClassOf LION 0022269.
LION 0034823 is Class.
LION 0034823 SubClassOf LION 0015874,.
LION 0034823 SubClassOf LION 0022264,.
LION 0034823 SubClassOf LION 0022275.
LION 0034836 is Class.
LION 0034836 SubClassOf LION 0022265.
LION 0034837 is Class.
LION 0034837 SubClassOf LION 0022265.
LION 0034838 is Class.
LION 0034838 SubClassOf LION 0022265.
LION 0034839 is Class.
LION 0034839 SubClassOf LION 0022265.
LION 0034840 is Class.
LION 0034840 SubClassOf LION 0022265.
LION 0034841 is Class.
LION 0034841 SubClassOf LION 0022265.
LION 0034842 is Class.
LION 0034842 SubClassOf LION 0022265.
LION 0034843 is Class.
LION 0034843 SubClassOf LION 0022265.
LION 0034844 is Class.
LION 0034844 SubClassOf LION 0022265,.
LION 0034844 SubClassOf LION 0022266.
LION 0034845 is Class.
LION 0034845 SubClassOf LION 0022265.
LION 0034846 is Class.
LION 0034846 SubClassOf LION 0022265.
LION 0034847 is Class.
LION 0034847 SubClassOf LION 0022265,.
LION 0034847 SubClassOf LION 0022269.
LION 0034848 is Class.
LION 0034848 SubClassOf LION 0022265.
LION 0034849 is Class.
LION 0034849 SubClassOf LION 0022265.
LION 0034850 is Class.
LION 0034850 SubClassOf LION 0022265.
LION 0034851 is Class.
LION 0034851 SubClassOf LION 0022265.
LION 0034852 is Class.
LION 0034852 SubClassOf LION 0022265.
LION 0034853 is Class.
LION 0034853 SubClassOf LION 0022265.
LION 0034854 is Class.
LION 0034854 SubClassOf LION 0022265.
LION 0034855 is Class.
LION 0034855 SubClassOf LION 0022265.
LION 0034856 is Class.
LION 0034856 SubClassOf LION 0022265.
LION 0034857 is Class.
LION 0034857 SubClassOf LION 0022265.
LION 0034858 is Class.
LION 0034858 SubClassOf LION 0022265.
LION 0034859 is Class.
LION 0034859 SubClassOf LION 0022265.
LION 0034860 is Class.
LION 0034860 SubClassOf LION 0015875,.
LION 0034860 SubClassOf LION 0022265,.
LION 0034860 SubClassOf LION 0022275.
LION 0034861 is Class.
LION 0034861 SubClassOf LION 0022265.
LION 0034862 is Class.
LION 0034862 SubClassOf LION 0022265.
LION 0034890 is Class.
LION 0034890 SubClassOf LION 0022265.
LION 0034896 is Class.
LION 0034896 SubClassOf LION 0022265.
LION 0034897 is Class.
LION 0034897 SubClassOf LION 0022265.
LION 0034904 is Class.
LION 0034904 SubClassOf LION 0022265.
LION 0034905 is Class.
LION 0034905 SubClassOf LION 0022265.
LION 0034906 is Class.
LION 0034906 SubClassOf LION 0022265.
LION 0034907 is Class.
LION 0034907 SubClassOf LION 0022265.
LION 0034908 is Class.
LION 0034908 SubClassOf LION 0022265.
LION 0034909 is Class.
LION 0034909 SubClassOf LION 0022265.
LION 0034910 is Class.
LION 0034910 SubClassOf LION 0022265.
LION 0034912 is Class.
LION 0034912 SubClassOf LION 0022266.
LION 0034926 is Class.
LION 0034926 SubClassOf LION 0022269.
LION 0034954 is Class.
LION 0034954 SubClassOf LION 0022275.
LION 0035007 is Class.
LION 0035007 SubClassOf LION 0022266.
LION 0035016 is Class.
LION 0035016 SubClassOf LION 0022269.
LION 0035029 is Class.
LION 0035029 SubClassOf LION 0022275.
LION 0035060 is Class.
LION 0035060 SubClassOf LION 0022266.
LION 0035076 is Class.
LION 0035076 SubClassOf LION 0022269.
LION 0035119 is Class.
LION 0035119 SubClassOf LION 0022275.
LION 0035134 is Class.
LION 0035134 SubClassOf LION 0022266.
LION 0035147 is Class.
LION 0035147 SubClassOf LION 0022269.
LION 0035169 is Class.
LION 0035169 SubClassOf LION 0022275.
LION 0035212 is Class.
LION 0035212 SubClassOf LION 0022266.
LION 0035216 is Class.
LION 0035216 SubClassOf LION 0022269.
LION 0035249 is Class.
LION 0035249 SubClassOf LION 0022275.
LION 0035286 is Class.
LION 0035286 SubClassOf LION 0022266.
LION 0035289 is Class.
LION 0035289 SubClassOf LION 0022269.
LION 0035306 is Class.
LION 0035306 SubClassOf LION 0022275.
LION 0035338 is Class.
LION 0035338 SubClassOf LION 0022266.
LION 0035346 is Class.
LION 0035346 SubClassOf LION 0022269.
LION 0035359 is Class.
LION 0035359 SubClassOf LION 0022275.
LION 0035388 is Class.
LION 0035388 SubClassOf LION 0022266.
LION 0035389 is Class.
LION 0035389 SubClassOf LION 0022266.
LION 0035390 is Class.
LION 0035390 SubClassOf LION 0022266.
LION 0035391 is Class.
LION 0035391 SubClassOf LION 0022266,.
LION 0035391 SubClassOf LION 0022269.
LION 0035392 is Class.
LION 0035392 SubClassOf LION 0022266.
LION 0035393 is Class.
LION 0035393 SubClassOf LION 0022266.
LION 0035395 is Class.
LION 0035395 SubClassOf LION 0022266.
LION 0035396 is Class.
LION 0035396 SubClassOf LION 0022266.
LION 0035397 is Class.
LION 0035397 SubClassOf LION 0022266.
LION 0035403 is Class.
LION 0035403 SubClassOf LION 0022266.
LION 0035406 is Class.
LION 0035406 SubClassOf LION 0022266.
LION 0035407 is Class.
LION 0035407 SubClassOf LION 0022266.
LION 0035408 is Class.
LION 0035408 SubClassOf LION 0022266.
LION 0035409 is Class.
LION 0035409 SubClassOf LION 0022266.
LION 0035410 is Class.
LION 0035410 SubClassOf LION 0022266.
LION 0035411 is Class.
LION 0035411 SubClassOf LION 0022266.
LION 0035412 is Class.
LION 0035412 SubClassOf LION 0015898,.
LION 0035412 SubClassOf LION 0022266,.
LION 0035412 SubClassOf LION 0022275.
LION 0035417 is Class.
LION 0035417 SubClassOf LION 0022266.
LION 0035419 is Class.
LION 0035419 SubClassOf LION 0022266.
LION 0035420 is Class.
LION 0035420 SubClassOf LION 0022266.
LION 0035421 is Class.
LION 0035421 SubClassOf LION 0022266.
LION 0035422 is Class.
LION 0035422 SubClassOf LION 0022266.
LION 0035423 is Class.
LION 0035423 SubClassOf LION 0022266.
LION 0035424 is Class.
LION 0035424 SubClassOf LION 0022266.
LION 0035425 is Class.
LION 0035425 SubClassOf LION 0022266.
LION 0035429 is Class.
LION 0035429 SubClassOf LION 0022266.
LION 0035430 is Class.
LION 0035430 SubClassOf LION 0022266.
LION 0035431 is Class.
LION 0035431 SubClassOf LION 0022266.
LION 0035432 is Class.
LION 0035432 SubClassOf LION 0022266.
LION 0035436 is Class.
LION 0035436 SubClassOf LION 0022269.
LION 0035509 is Class.
LION 0035509 SubClassOf LION 0015899,.
LION 0035509 SubClassOf LION 0022267,.
LION 0035509 SubClassOf LION 0022275.
LION 0035522 is Class.
LION 0035522 SubClassOf LION 0015872,.
LION 0035522 SubClassOf LION 0022268.
LION 0035523 is Class.
LION 0035523 SubClassOf LION 0022269.
LION 0035525 is Class.
