double is Datatype.
ito is ObjectProperty.
DRON 00045192 SubClassOf DRON 00027062.
DRON 00045193 is Class.
DRON 00045193 SubClassOf DRON 00027061.
DRON 00045194 is Class.
DRON 00045194 SubClassOf DRON 00027021.
DRON 00045195 is Class.
DRON 00045195 SubClassOf DRON 00028012.
DRON 00045201 is Class.
DRON 00045201 SubClassOf DRON 00028014.
DRON 00045202 is Class.
DRON 00045202 SubClassOf DRON 00028014.
DRON 00045203 is Class.
DRON 00045203 SubClassOf DRON 00027161.
DRON 00045204 is Class.
DRON 00045204 SubClassOf DRON 00028013.
DRON 00045205 is Class.
DRON 00045205 SubClassOf DRON 00028013.
DRON 00045206 is Class.
DRON 00045206 SubClassOf DRON 00027084.
DRON 00045221 is Class.
DRON 00045221 SubClassOf DRON 00020414,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "20.0"^^double))) and (BFO 0000071 some CHEBI 24859)).
DRON 00045261 is Class.
DRON 00045261 SubClassOf DRON 00020651,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "10.0"^^double))) and (BFO 0000071 some CHEBI 6073)).
DRON 00045265 is Class.
DRON 00045265 SubClassOf DRON 00023967.
DRON 00045271 is Class.
DRON 00045271 SubClassOf DRON 00022195.
DRON 00045272 is Class.
DRON 00045272 SubClassOf DRON 00022195.
DRON 00045273 is Class.
DRON 00045273 SubClassOf DRON 00025714.
DRON 00045300 is Class.
DRON 00045300 SubClassOf DRON 00022247.
DRON 00045311 is Class.
DRON 00045311 SubClassOf DRON 00024408.
DRON 00045325 is Class.
DRON 00045325 SubClassOf DRON 00022300.
DRON 00045326 is Class.
DRON 00045326 SubClassOf DRON 00022300.
DRON 00045327 is Class.
DRON 00045330 is Class.
DRON 00045330 SubClassOf DRON 00024411.
DRON 00045331 is Class.
DRON 00045331 SubClassOf DRON 00024411.
DRON 00045339 is Class.
DRON 00045339 SubClassOf DRON 00022328.
DRON 00045342 is Class.
DRON 00045342 SubClassOf DRON 00022325.
DRON 00045344 is Class.
DRON 00045344 SubClassOf DRON 00022328.
DRON 00045345 is Class.
DRON 00045345 SubClassOf DRON 00022325.
DRON 00045346 is Class.
DRON 00045346 SubClassOf DRON 00022328.
DRON 00045351 is Class.
DRON 00045351 SubClassOf DRON 00022343.
DRON 00045360 is Class.
DRON 00045360 SubClassOf DRON 00023939,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "30.0"^^double))) and (BFO 0000071 some CHEBI 135047)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "600.0"^^double))) and (BFO 0000071 some CHEBI 6640)).
DRON 00045365 is Class.
DRON 00045365 SubClassOf DRON 00020410,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "27.0"^^double))) and (BFO 0000071 some CHEBI 30911)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "5.4"^^double))) and (BFO 0000071 some CHEBI 29864)).
DRON 00045375 is Class.
DRON 00045375 SubClassOf DRON 00022382.
DRON 00045379 is Class.
DRON 00045379 SubClassOf DRON 00025276.
DRON 00045384 is Class.
DRON 00045402 is Class.
DRON 00045402 SubClassOf DRON 00022410,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "400.0"^^double))) and (BFO 0000071 some CHEBI 6761)).
DRON 00045403 is Class.
DRON 00045403 SubClassOf DRON 00023668,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "25.0"^^double))) and (BFO 0000071 some CHEBI 9701)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "400.0"^^double))) and (BFO 0000071 some CHEBI 6761)).
DRON 00045408 is Class.
DRON 00045421 is Class.
DRON 00045421 SubClassOf DRON 00025373.
DRON 00045427 is Class.
DRON 00045427 SubClassOf DRON 00022448,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "100.0"^^double))) and (BFO 0000071 some CHEBI 31827)).
DRON 00045433 is Class.
DRON 00045433 SubClassOf DRON 00022454.
DRON 00045451 is Class.
DRON 00045451 SubClassOf DRON 00024431,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "1.0"^^double))) and (BFO 0000071 some DRON 00016396)).
DRON 00045452 is Class.
DRON 00045452 SubClassOf DRON 00024891,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.5"^^double))) and (BFO 0000071 some CHEBI 53448)).
DRON 00045470 is Class.
DRON 00045475 is Class.
DRON 00045485 is Class.
DRON 00045485 SubClassOf DRON 00025504.
DRON 00045486 is Class.
DRON 00045486 SubClassOf DRON 00022559.
DRON 00045489 is Class.
DRON 00045496 is Class.
DRON 00045496 SubClassOf DRON 00025806,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "0.025"^^double))) and (BFO 0000071 some CHEBI 28685)).
DRON 00045503 is Class.
DRON 00045503 SubClassOf DRON 00024064.
DRON 00045505 is Class.
DRON 00045505 SubClassOf DRON 00024079.
DRON 00045512 is Class.
DRON 00045512 SubClassOf DRON 00022600.
DRON 00045515 is Class.
DRON 00045518 is Class.
DRON 00045518 SubClassOf DRON 00022621.
DRON 00045521 is Class.
DRON 00045534 is Class.
DRON 00045534 SubClassOf DRON 00023998.
DRON 00045542 is Class.
DRON 00045542 SubClassOf DRON 00020361,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "250.0"^^double))) and (BFO 0000071 some CHEBI 15940)).
DRON 00045552 is Class.
DRON 00045552 SubClassOf DRON 00022680,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "500.0"^^double))) and (BFO 0000071 some CHEBI 7553)).
DRON 00045567 is Class.
DRON 00045567 SubClassOf DRON 00022713.
DRON 00045571 is Class.
DRON 00045571 SubClassOf DRON 00030440,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "50.0"^^double))) and (BFO 0000071 some CHEBI 71415)).
DRON 00045602 is Class.
DRON 00045602 SubClassOf DRON 00022744,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "6.0"^^double))) and (BFO 0000071 some CHEBI 91656)).
DRON 00045621 is Class.
DRON 00045621 SubClassOf DRON 00022761,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "24.0"^^double))) and (BFO 0000071 some CHEBI 7773)).
DRON 00045625 is Class.
DRON 00045625 SubClassOf DRON 00025062,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "1.5"^^double))) and (BFO 0000071 some DRON 00013452)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "1.5"^^double))) and (BFO 0000071 some DRON 00017663)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "150.0"^^double))) and (BFO 0000071 some CHEBI 15365)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "8.0"^^double))) and (BFO 0000071 some CHEBI 27732)).
DRON 00045638 is Class.
DRON 00045638 SubClassOf DRON 00027783.
DRON 00045656 is Class.
DRON 00045661 is Class.
DRON 00045661 SubClassOf DRON 00022815,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some DRON 00011259)).
DRON 00045668 is Class.
DRON 00045668 SubClassOf DRON 00022816,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "125.0"^^double))) and (BFO 0000071 some CHEBI 27701)).
DRON 00045669 is Class.
DRON 00045671 is Class.
DRON 00045671 SubClassOf DRON 00025065,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "1.2"^^double))) and (BFO 0000071 some CHEBI 8093)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "100.0"^^double))) and (BFO 0000071 some CHEBI 63845)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 8378)).
DRON 00045693 is Class.
DRON 00045693 SubClassOf DRON 00020408.
DRON 00045697 is Class.
DRON 00045697 SubClassOf DRON 00022846.
DRON 00045706 is Class.
DRON 00045706 SubClassOf DRON 00022861.
DRON 00045709 is Class.
DRON 00045709 SubClassOf DRON 00022872,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "40.0"^^double))) and (BFO 0000071 some CHEBI 134760)).
DRON 00045712 is Class.
DRON 00045712 SubClassOf DRON 00031154,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "80.0"^^double))) and (BFO 0000071 some CHEBI 134760)).
DRON 00045721 is Class.
DRON 00045721 SubClassOf DRON 00022881,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "50.0"^^double))) and (BFO 0000071 some CHEBI 7983)).
DRON 00045781 is Class.
DRON 00045781 SubClassOf DRON 00023242,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.0"^^double))) and (BFO 0000071 some CHEBI 39098)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "20.0"^^double))) and (BFO 0000071 some CHEBI 32687)).
DRON 00045821 is Class.
DRON 00045821 SubClassOf DRON 00023087.
DRON 00045840 is Class.
DRON 00045842 is Class.
DRON 00045844 is Class.
DRON 00045844 SubClassOf DRON 00023923,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "100.0"^^double))) and (BFO 0000071 some CHEBI 8347)).
DRON 00045851 is Class.
DRON 00045851 SubClassOf DRON 00023120,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "10.0"^^double))) and (BFO 0000071 some CHEBI 8362)).
DRON 00045857 is Class.
DRON 00045857 SubClassOf DRON 00023462.
DRON 00045858 is Class.
DRON 00045858 SubClassOf DRON 00023129.
DRON 00045859 is Class.
DRON 00045859 SubClassOf DRON 00023126.
DRON 00045860 is Class.
DRON 00045860 SubClassOf DRON 00023129.
DRON 00045862 is Class.
DRON 00045865 is Class.
DRON 00045866 is Class.
DRON 00045866 SubClassOf DRON 00023149.
DRON 00045888 is Class.
DRON 00045888 SubClassOf DRON 00026059.
DRON 00045890 is Class.
DRON 00045890 SubClassOf DRON 00024925.
DRON 00045891 is Class.
DRON 00045891 SubClassOf DRON 00026824.
DRON 00045897 is Class.
DRON 00045897 SubClassOf DRON 00023239.
DRON 00045905 is Class.
DRON 00045928 is Class.
DRON 00045946 is Class.
DRON 00045946 SubClassOf DRON 00023324,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 48273)).
DRON 00045947 is Class.
DRON 00045948 is Class.
DRON 00045948 SubClassOf DRON 00027207.
DRON 00045949 is Class.
DRON 00045949 SubClassOf DRON 00027207.
DRON 00045964 is Class.
DRON 00046021 is Class.
DRON 00046021 SubClassOf DRON 00023405.
DRON 00046032 is Class.
DRON 00046035 is Class.
DRON 00046050 is Class.
DRON 00046050 SubClassOf DRON 00024512.
DRON 00046061 is Class.
DRON 00046061 SubClassOf DRON 00023429.
DRON 00046070 is Class.
DRON 00046070 SubClassOf DRON 00027073.
DRON 00046074 is Class.
DRON 00046074 SubClassOf DRON 00023454.
DRON 00046079 is Class.
DRON 00046079 SubClassOf DRON 00023698.
DRON 00046080 is Class.
DRON 00046080 SubClassOf DRON 00023470.
DRON 00046107 is Class.
DRON 00046109 is Class.
DRON 00046114 is Class.
DRON 00046114 SubClassOf DRON 00024011,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "250.0"^^double))) and (BFO 0000071 some CHEBI 72564)).
DRON 00046121 is Class.
DRON 00046121 SubClassOf DRON 00023515,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "2.0"^^double))) and (BFO 0000071 some CHEBI 9445)).
DRON 00046136 is Class.
DRON 00046139 is Class.
DRON 00046139 SubClassOf DRON 00027108.
DRON 00046141 is Class.
DRON 00046141 SubClassOf DRON 00023859,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "25.0"^^double))) and (BFO 0000071 some CHEBI 27902)).
DRON 00046149 is Class.
DRON 00046149 SubClassOf DRON 00023556,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "200.0"^^double))) and (BFO 0000071 some CHEBI 28177)).
