string is Datatype.
subject has association is ObjectProperty.
subject has association Characteristics Irreflexive.
subject has association Domain OrphaCode.
subject has association Range Association.
with frequency is DataProperty.
Orphanet 2301 SubClassOf OrphaCode.
Orphanet 2302 is Class.
Orphanet 2302 SubClassOf OrphaCode.
Orphanet 2305 is Class.
Orphanet 2305 SubClassOf OrphaCode.
Orphanet 2306 is Class.
Orphanet 2306 SubClassOf OrphaCode.
Orphanet 2307 is Class.
Orphanet 2307 SubClassOf OrphaCode.
Orphanet 2308 is Class.
Orphanet 2308 SubClassOf OrphaCode.
Orphanet 230800 is Class.
Orphanet 230800 SubClassOf OrphaCode.
Orphanet 230839 is Class.
Orphanet 230839 SubClassOf OrphaCode.
Orphanet 230851 is Class.
Orphanet 230851 SubClassOf OrphaCode.
Orphanet 2309 is Class.
Orphanet 2309 SubClassOf OrphaCode.
Orphanet 231 is Class.
Orphanet 231 SubClassOf OrphaCode.
Orphanet 2310 is Class.
Orphanet 2310 SubClassOf OrphaCode.
Orphanet 231080 is Class.
Orphanet 231080 SubClassOf OrphaCode.
Orphanet 2311 is Class.
Orphanet 2311 SubClassOf OrphaCode.
Orphanet 231111 is Class.
Orphanet 231111 SubClassOf OrphaCode.
Orphanet 231137 is Class.
Orphanet 231137 SubClassOf OrphaCode.
Orphanet 231140 is Class.
Orphanet 231140 SubClassOf OrphaCode.
Orphanet 231144 is Class.
Orphanet 231144 SubClassOf OrphaCode.
Orphanet 231147 is Class.
Orphanet 231147 SubClassOf OrphaCode.
Orphanet 231154 is Class.
Orphanet 231154 SubClassOf OrphaCode.
Orphanet 231160 is Class.
Orphanet 231160 SubClassOf OrphaCode.
Orphanet 231169 is Class.
Orphanet 231169 SubClassOf OrphaCode.
Orphanet 231178 is Class.
Orphanet 231178 SubClassOf OrphaCode.
Orphanet 231183 is Class.
Orphanet 231183 SubClassOf OrphaCode.
Orphanet 231214 is Class.
Orphanet 231214 SubClassOf OrphaCode.
Orphanet 231222 is Class.
Orphanet 231222 SubClassOf OrphaCode.
Orphanet 231226 is Class.
Orphanet 231226 SubClassOf OrphaCode.
Orphanet 231237 is Class.
Orphanet 231237 SubClassOf OrphaCode.
Orphanet 231242 is Class.
Orphanet 231242 SubClassOf OrphaCode.
Orphanet 231249 is Class.
Orphanet 231249 SubClassOf OrphaCode.
Orphanet 231393 is Class.
Orphanet 231393 SubClassOf OrphaCode.
Orphanet 2314 is Class.
Orphanet 2314 SubClassOf OrphaCode.
Orphanet 231401 is Class.
Orphanet 231401 SubClassOf OrphaCode.
Orphanet 231445 is Class.
Orphanet 231445 SubClassOf OrphaCode.
Orphanet 2315 is Class.
Orphanet 2315 SubClassOf OrphaCode.
Orphanet 231568 is Class.
Orphanet 231568 SubClassOf OrphaCode.
Orphanet 231580 is Class.
Orphanet 231580 SubClassOf OrphaCode.
Orphanet 2316 is Class.
Orphanet 2316 SubClassOf OrphaCode.
Orphanet 231625 is Class.
Orphanet 231625 SubClassOf OrphaCode.
Orphanet 231632 is Class.
Orphanet 231632 SubClassOf OrphaCode.
Orphanet 231720 is Class.
Orphanet 231720 SubClassOf OrphaCode.
Orphanet 231736 is Class.
Orphanet 231736 SubClassOf OrphaCode.
Orphanet 2318 is Class.
Orphanet 2318 SubClassOf OrphaCode.
Orphanet 2319 is Class.
Orphanet 2319 SubClassOf OrphaCode.
Orphanet 232 is Class.
Orphanet 232 SubClassOf OrphaCode.
Orphanet 2321 is Class.
Orphanet 2321 SubClassOf OrphaCode.
Orphanet 2322 is Class.
Orphanet 2322 SubClassOf OrphaCode.
Orphanet 2323 is Class.
Orphanet 2323 SubClassOf OrphaCode.
Orphanet 2324 is Class.
Orphanet 2324 SubClassOf OrphaCode.
Orphanet 2325 is Class.
Orphanet 2325 SubClassOf OrphaCode.
Orphanet 2326 is Class.
Orphanet 2326 SubClassOf OrphaCode.
Orphanet 2328 is Class.
Orphanet 2328 SubClassOf OrphaCode.
Orphanet 233 is Class.
Orphanet 233 SubClassOf OrphaCode.
Orphanet 2330 is Class.
Orphanet 2330 SubClassOf OrphaCode.
Orphanet 2331 is Class.
Orphanet 2331 SubClassOf OrphaCode.
Orphanet 2332 is Class.
Orphanet 2332 SubClassOf OrphaCode.
Orphanet 2334 is Class.
Orphanet 2334 SubClassOf OrphaCode.
Orphanet 2337 is Class.
Orphanet 2337 SubClassOf OrphaCode.
Orphanet 2339 is Class.
Orphanet 2339 SubClassOf OrphaCode.
Orphanet 234 is Class.
Orphanet 234 SubClassOf OrphaCode.
Orphanet 2345 is Class.
Orphanet 2345 SubClassOf OrphaCode.
Orphanet 2347 is Class.
Orphanet 2347 SubClassOf OrphaCode.
Orphanet 2348 is Class.
Orphanet 2348 SubClassOf OrphaCode.
Orphanet 2349 is Class.
Orphanet 2349 SubClassOf OrphaCode.
Orphanet 235 is Class.
Orphanet 235 SubClassOf OrphaCode.
Orphanet 2356 is Class.
Orphanet 2356 SubClassOf OrphaCode.
Orphanet 2357 is Class.
Orphanet 2357 SubClassOf OrphaCode.
Orphanet 236 is Class.
Orphanet 236 SubClassOf OrphaCode.
Orphanet 2363 is Class.
Orphanet 2363 SubClassOf OrphaCode.
Orphanet 2364 is Class.
Orphanet 2364 SubClassOf OrphaCode.
Orphanet 2368 is Class.
Orphanet 2368 SubClassOf OrphaCode.
Orphanet 2369 is Class.
Orphanet 2369 SubClassOf OrphaCode.
Orphanet 237 is Class.
Orphanet 237 SubClassOf OrphaCode.
Orphanet 2370 is Class.
Orphanet 2370 SubClassOf OrphaCode.
Orphanet 2373 is Class.
Orphanet 2373 SubClassOf OrphaCode.
Orphanet 2374 is Class.
Orphanet 2374 SubClassOf OrphaCode.
Orphanet 2375 is Class.
Orphanet 2375 SubClassOf OrphaCode.
Orphanet 2377 is Class.
Orphanet 2377 SubClassOf OrphaCode.
Orphanet 2378 is Class.
Orphanet 2378 SubClassOf OrphaCode.
Orphanet 2379 is Class.
Orphanet 2379 SubClassOf OrphaCode.
Orphanet 2380 is Class.
Orphanet 2380 SubClassOf OrphaCode.
Orphanet 2382 is Class.
Orphanet 2382 SubClassOf OrphaCode.
Orphanet 238329 is Class.
Orphanet 238329 SubClassOf OrphaCode.
Orphanet 238446 is Class.
Orphanet 238446 SubClassOf OrphaCode.
Orphanet 238455 is Class.
Orphanet 238455 SubClassOf OrphaCode.
Orphanet 238459 is Class.
Orphanet 238459 SubClassOf OrphaCode.
Orphanet 238468 is Class.
Orphanet 238468 SubClassOf OrphaCode.
Orphanet 238578 is Class.
Orphanet 238578 SubClassOf OrphaCode.
Orphanet 2386 is Class.
Orphanet 2386 SubClassOf OrphaCode.
Orphanet 238606 is Class.
Orphanet 238606 SubClassOf OrphaCode.
Orphanet 238624 is Class.
Orphanet 238624 SubClassOf OrphaCode.
Orphanet 2387 is Class.
Orphanet 2387 SubClassOf OrphaCode.
Orphanet 238722 is Class.
Orphanet 238722 SubClassOf OrphaCode.
Orphanet 238750 is Class.
Orphanet 238750 SubClassOf OrphaCode.
Orphanet 238769 is Class.
Orphanet 238769 SubClassOf OrphaCode.
Orphanet 2388 is Class.
Orphanet 2388 SubClassOf OrphaCode.
Orphanet 239 is Class.
Orphanet 239 SubClassOf OrphaCode.
Orphanet 2394 is Class.
Orphanet 2394 SubClassOf OrphaCode.
Orphanet 2396 is Class.
Orphanet 2396 SubClassOf OrphaCode.
Orphanet 2398 is Class.
Orphanet 2398 SubClassOf OrphaCode.
Orphanet 2399 is Class.
Orphanet 2399 SubClassOf OrphaCode.
Orphanet 240 is Class.
Orphanet 240 SubClassOf OrphaCode.
Orphanet 2400 is Class.
Orphanet 2400 SubClassOf OrphaCode.
Orphanet 240071 is Class.
Orphanet 240071 SubClassOf OrphaCode.
Orphanet 240085 is Class.
Orphanet 240085 SubClassOf OrphaCode.
Orphanet 240094 is Class.
Orphanet 240094 SubClassOf OrphaCode.
Orphanet 240103 is Class.
Orphanet 240103 SubClassOf OrphaCode.
Orphanet 240112 is Class.
Orphanet 240112 SubClassOf OrphaCode.
Orphanet 2406 is Class.
Orphanet 2406 SubClassOf OrphaCode.
Orphanet 2408 is Class.
Orphanet 2408 SubClassOf OrphaCode.
Orphanet 2409 is Class.
Orphanet 2409 SubClassOf OrphaCode.
Orphanet 241 is Class.
Orphanet 241 SubClassOf OrphaCode.
Orphanet 2410 is Class.
Orphanet 2410 SubClassOf OrphaCode.
Orphanet 2412 is Class.
Orphanet 2412 SubClassOf OrphaCode.
Orphanet 2414 is Class.
Orphanet 2414 SubClassOf OrphaCode.
Orphanet 242 is Class.
Orphanet 242 SubClassOf OrphaCode.
Orphanet 2429 is Class.
Orphanet 2429 SubClassOf OrphaCode.
Orphanet 243 is Class.
Orphanet 243 SubClassOf OrphaCode.
Orphanet 2430 is Class.
Orphanet 2430 SubClassOf OrphaCode.
Orphanet 2432 is Class.
Orphanet 2432 SubClassOf OrphaCode.
Orphanet 243343 is Class.
Orphanet 243343 SubClassOf OrphaCode.
Orphanet 2435 is Class.
Orphanet 2435 SubClassOf OrphaCode.
Orphanet 2437 is Class.
Orphanet 2437 SubClassOf OrphaCode.
Orphanet 2438 is Class.
Orphanet 2438 SubClassOf OrphaCode.
Orphanet 244 is Class.
Orphanet 244 SubClassOf OrphaCode.
Orphanet 2440 is Class.
Orphanet 2440 SubClassOf OrphaCode.
Orphanet 244242 is Class.
Orphanet 244242 SubClassOf OrphaCode.
Orphanet 244310 is Class.
Orphanet 244310 SubClassOf OrphaCode.
Orphanet 2444 is Class.
Orphanet 2444 SubClassOf OrphaCode.
Orphanet 245 is Class.
Orphanet 245 SubClassOf OrphaCode.
Orphanet 2456 is Class.
Orphanet 2456 SubClassOf OrphaCode.
Orphanet 2457 is Class.
Orphanet 2457 SubClassOf OrphaCode.
Orphanet 246 is Class.
Orphanet 246 SubClassOf OrphaCode.
Orphanet 2461 is Class.
Orphanet 2461 SubClassOf OrphaCode.
Orphanet 2462 is Class.
Orphanet 2462 SubClassOf OrphaCode.
Orphanet 2463 is Class.
Orphanet 2463 SubClassOf OrphaCode.
Orphanet 2466 is Class.
Orphanet 2466 SubClassOf OrphaCode.
Orphanet 2470 is Class.
Orphanet 2470 SubClassOf OrphaCode.
Orphanet 2471 is Class.
Orphanet 2471 SubClassOf OrphaCode.
Orphanet 247234 is Class.
Orphanet 247234 SubClassOf OrphaCode.
Orphanet 247245 is Class.
Orphanet 247245 SubClassOf OrphaCode.
Orphanet 247257 is Class.
Orphanet 247257 SubClassOf OrphaCode.
Orphanet 247262 is Class.
Orphanet 247262 SubClassOf OrphaCode.
Orphanet 2473 is Class.
Orphanet 2473 SubClassOf OrphaCode.
Orphanet 247353 is Class.
Orphanet 247353 SubClassOf OrphaCode.
Orphanet 2475 is Class.
Orphanet 2475 SubClassOf OrphaCode.
Orphanet 247525 is Class.
Orphanet 247525 SubClassOf OrphaCode.
Orphanet 247585 is Class.
Orphanet 247585 SubClassOf OrphaCode.
Orphanet 247598 is Class.
Orphanet 247598 SubClassOf OrphaCode.
Orphanet 2476 is Class.
Orphanet 2476 SubClassOf OrphaCode.
Orphanet 247604 is Class.
Orphanet 247604 SubClassOf OrphaCode.
Orphanet 247691 is Class.
Orphanet 247691 SubClassOf OrphaCode.
Orphanet 2477 is Class.
Orphanet 2477 SubClassOf OrphaCode.
Orphanet 247768 is Class.
Orphanet 247768 SubClassOf OrphaCode.
Orphanet 247798 is Class.
Orphanet 247798 SubClassOf OrphaCode.
Orphanet 247806 is Class.
Orphanet 247806 SubClassOf OrphaCode.
Orphanet 247815 is Class.
Orphanet 247815 SubClassOf OrphaCode.
Orphanet 2479 is Class.
Orphanet 2479 SubClassOf OrphaCode.
Orphanet 248 is Class.
Orphanet 248 SubClassOf OrphaCode.
Orphanet 2481 is Class.
Orphanet 2481 SubClassOf OrphaCode.
Orphanet 248111 is Class.
Orphanet 248111 SubClassOf OrphaCode.
Orphanet 2483 is Class.
Orphanet 2483 SubClassOf OrphaCode.
Orphanet 2484 is Class.
Orphanet 2484 SubClassOf OrphaCode.
Orphanet 2485 is Class.
Orphanet 2485 SubClassOf OrphaCode.
Orphanet 2487 is Class.
Orphanet 2487 SubClassOf OrphaCode.
Orphanet 2489 is Class.
Orphanet 2489 SubClassOf OrphaCode.
Orphanet 249 is Class.
Orphanet 249 SubClassOf OrphaCode.
Orphanet 2491 is Class.
Orphanet 2491 SubClassOf OrphaCode.
Orphanet 2492 is Class.
Orphanet 2492 SubClassOf OrphaCode.
Orphanet 2494 is Class.
Orphanet 2494 SubClassOf OrphaCode.
Orphanet 2495 is Class.
Orphanet 2495 SubClassOf OrphaCode.
Orphanet 2496 is Class.
Orphanet 2496 SubClassOf OrphaCode.
Orphanet 2497 is Class.
Orphanet 2497 SubClassOf OrphaCode.
Orphanet 2499 is Class.
Orphanet 2499 SubClassOf OrphaCode.
Orphanet 25 is Class.
Orphanet 25 SubClassOf OrphaCode.
Orphanet 2500 is Class.
Orphanet 2500 SubClassOf OrphaCode.
Orphanet 2501 is Class.
Orphanet 2501 SubClassOf OrphaCode.
Orphanet 2502 is Class.
Orphanet 2502 SubClassOf OrphaCode.
Orphanet 2505 is Class.
Orphanet 2505 SubClassOf OrphaCode.
Orphanet 2508 is Class.
Orphanet 2508 SubClassOf OrphaCode.
Orphanet 250923 is Class.
Orphanet 250923 SubClassOf OrphaCode.
Orphanet 250972 is Class.
Orphanet 250972 SubClassOf OrphaCode.
Orphanet 250977 is Class.
Orphanet 250977 SubClassOf OrphaCode.
Orphanet 250984 is Class.
Orphanet 250984 SubClassOf OrphaCode.
Orphanet 250989 is Class.
Orphanet 250989 SubClassOf OrphaCode.
Orphanet 250994 is Class.
Orphanet 250994 SubClassOf OrphaCode.
Orphanet 250999 is Class.
Orphanet 250999 SubClassOf OrphaCode.
Orphanet 2510 is Class.
Orphanet 2510 SubClassOf OrphaCode.
Orphanet 251004 is Class.
Orphanet 251004 SubClassOf OrphaCode.
Orphanet 251009 is Class.
Orphanet 251009 SubClassOf OrphaCode.
Orphanet 251014 is Class.
Orphanet 251014 SubClassOf OrphaCode.
Orphanet 251019 is Class.
Orphanet 251019 SubClassOf OrphaCode.
Orphanet 251028 is Class.
Orphanet 251028 SubClassOf OrphaCode.
Orphanet 251038 is Class.
Orphanet 251038 SubClassOf OrphaCode.
Orphanet 251046 is Class.
Orphanet 251046 SubClassOf OrphaCode.
Orphanet 251056 is Class.
Orphanet 251056 SubClassOf OrphaCode.
Orphanet 251061 is Class.
Orphanet 251061 SubClassOf OrphaCode.
Orphanet 251066 is Class.
Orphanet 251066 SubClassOf OrphaCode.
Orphanet 251071 is Class.
Orphanet 251071 SubClassOf OrphaCode.
Orphanet 251076 is Class.
Orphanet 251076 SubClassOf OrphaCode.
Orphanet 2511 is Class.
Orphanet 2511 SubClassOf OrphaCode.
Orphanet 2512 is Class.
Orphanet 2512 SubClassOf OrphaCode.
Orphanet 251274 is Class.
Orphanet 251274 SubClassOf OrphaCode.
Orphanet 251282 is Class.
Orphanet 251282 SubClassOf OrphaCode.
Orphanet 2513 is Class.
Orphanet 2513 SubClassOf OrphaCode.
Orphanet 251347 is Class.
Orphanet 251347 SubClassOf OrphaCode.
Orphanet 251380 is Class.
Orphanet 251380 SubClassOf OrphaCode.
Orphanet 251383 is Class.
Orphanet 251383 SubClassOf OrphaCode.
Orphanet 251393 is Class.
Orphanet 251393 SubClassOf OrphaCode.
Orphanet 2514 is Class.
Orphanet 2514 SubClassOf OrphaCode.
Orphanet 2515 is Class.
Orphanet 2515 SubClassOf OrphaCode.
Orphanet 251510 is Class.
Orphanet 251510 SubClassOf OrphaCode.
Orphanet 2516 is Class.
Orphanet 2516 SubClassOf OrphaCode.
Orphanet 251623 is Class.
Orphanet 251623 SubClassOf OrphaCode.
Orphanet 251636 is Class.
Orphanet 251636 SubClassOf OrphaCode.
Orphanet 251639 is Class.
Orphanet 251639 SubClassOf OrphaCode.
Orphanet 251643 is Class.
Orphanet 251643 SubClassOf OrphaCode.
Orphanet 2518 is Class.
Orphanet 2518 SubClassOf OrphaCode.
Orphanet 2519 is Class.
Orphanet 2519 SubClassOf OrphaCode.
Orphanet 251909 is Class.
Orphanet 251909 SubClassOf OrphaCode.
Orphanet 251912 is Class.
Orphanet 251912 SubClassOf OrphaCode.
Orphanet 251915 is Class.
Orphanet 251915 SubClassOf OrphaCode.
Orphanet 251937 is Class.
Orphanet 251937 SubClassOf OrphaCode.
Orphanet 251992 is Class.
Orphanet 251992 SubClassOf OrphaCode.
Orphanet 252054 is Class.
Orphanet 252054 SubClassOf OrphaCode.
Orphanet 2521 is Class.
Orphanet 2521 SubClassOf OrphaCode.
Orphanet 252164 is Class.
Orphanet 252164 SubClassOf OrphaCode.
Orphanet 252183 is Class.
Orphanet 252183 SubClassOf OrphaCode.
Orphanet 2522 is Class.
Orphanet 2522 SubClassOf OrphaCode.
Orphanet 2523 is Class.
Orphanet 2523 SubClassOf OrphaCode.
Orphanet 2524 is Class.
Orphanet 2524 SubClassOf OrphaCode.
Orphanet 2526 is Class.
Orphanet 2526 SubClassOf OrphaCode.
Orphanet 2528 is Class.
Orphanet 2528 SubClassOf OrphaCode.
Orphanet 2533 is Class.
Orphanet 2533 SubClassOf OrphaCode.
Orphanet 2536 is Class.
Orphanet 2536 SubClassOf OrphaCode.
Orphanet 2538 is Class.
Orphanet 2538 SubClassOf OrphaCode.
Orphanet 254343 is Class.
Orphanet 254343 SubClassOf OrphaCode.
Orphanet 254346 is Class.
Orphanet 254346 SubClassOf OrphaCode.
Orphanet 254351 is Class.
Orphanet 254351 SubClassOf OrphaCode.
Orphanet 254361 is Class.
Orphanet 254361 SubClassOf OrphaCode.
Orphanet 254478 is Class.
Orphanet 254478 SubClassOf OrphaCode.
Orphanet 254504 is Class.
Orphanet 254504 SubClassOf OrphaCode.
Orphanet 254509 is Class.
Orphanet 254509 SubClassOf OrphaCode.
Orphanet 254516 is Class.
Orphanet 254516 SubClassOf OrphaCode.
Orphanet 254519 is Class.
Orphanet 254519 SubClassOf OrphaCode.
Orphanet 254525 is Class.
Orphanet 254525 SubClassOf OrphaCode.
Orphanet 254528 is Class.
Orphanet 254528 SubClassOf OrphaCode.
Orphanet 254531 is Class.
Orphanet 254531 SubClassOf OrphaCode.
Orphanet 254534 is Class.
Orphanet 254534 SubClassOf OrphaCode.
Orphanet 2547 is Class.
Orphanet 2547 SubClassOf OrphaCode.
Orphanet 254704 is Class.
Orphanet 254704 SubClassOf OrphaCode.
Orphanet 254854 is Class.
Orphanet 254854 SubClassOf OrphaCode.
Orphanet 254857 is Class.
Orphanet 254857 SubClassOf OrphaCode.
Orphanet 254864 is Class.
Orphanet 254864 SubClassOf OrphaCode.
Orphanet 254875 is Class.
Orphanet 254875 SubClassOf OrphaCode.
Orphanet 254881 is Class.
Orphanet 254881 SubClassOf OrphaCode.
Orphanet 254886 is Class.
Orphanet 254886 SubClassOf OrphaCode.
Orphanet 254892 is Class.
Orphanet 254892 SubClassOf OrphaCode.
Orphanet 2549 is Class.
Orphanet 2549 SubClassOf OrphaCode.
Orphanet 254913 is Class.
Orphanet 254913 SubClassOf OrphaCode.
Orphanet 254930 is Class.
Orphanet 254930 SubClassOf OrphaCode.
Orphanet 255138 is Class.
Orphanet 255138 SubClassOf OrphaCode.
Orphanet 255182 is Class.
Orphanet 255182 SubClassOf OrphaCode.
Orphanet 2552 is Class.
Orphanet 2552 SubClassOf OrphaCode.
Orphanet 255210 is Class.
Orphanet 255210 SubClassOf OrphaCode.
Orphanet 2554 is Class.
Orphanet 2554 SubClassOf OrphaCode.
Orphanet 2556 is Class.
Orphanet 2556 SubClassOf OrphaCode.
Orphanet 2557 is Class.
Orphanet 2557 SubClassOf OrphaCode.
Orphanet 256 is Class.
Orphanet 256 SubClassOf OrphaCode.
Orphanet 2560 is Class.
Orphanet 2560 SubClassOf OrphaCode.
Orphanet 2563 is Class.
Orphanet 2563 SubClassOf OrphaCode.
Orphanet 2564 is Class.
Orphanet 2564 SubClassOf OrphaCode.
Orphanet 257 is Class.
Orphanet 257 SubClassOf OrphaCode.
Orphanet 2570 is Class.
Orphanet 2570 SubClassOf OrphaCode.
Orphanet 2571 is Class.
Orphanet 2571 SubClassOf OrphaCode.
Orphanet 2572 is Class.
Orphanet 2572 SubClassOf OrphaCode.
Orphanet 2573 is Class.
Orphanet 2573 SubClassOf OrphaCode.
Orphanet 2574 is Class.
Orphanet 2574 SubClassOf OrphaCode.
Orphanet 2575 is Class.
Orphanet 2575 SubClassOf OrphaCode.
Orphanet 2576 is Class.
Orphanet 2576 SubClassOf OrphaCode.
Orphanet 2578 is Class.
Orphanet 2578 SubClassOf OrphaCode.
Orphanet 2579 is Class.
Orphanet 2579 SubClassOf OrphaCode.
Orphanet 258 is Class.
Orphanet 258 SubClassOf OrphaCode.
Orphanet 2582 is Class.
Orphanet 2582 SubClassOf OrphaCode.
Orphanet 2583 is Class.
Orphanet 2583 SubClassOf OrphaCode.
Orphanet 2584 is Class.
Orphanet 2584 SubClassOf OrphaCode.
Orphanet 2585 is Class.
Orphanet 2585 SubClassOf OrphaCode.
Orphanet 2588 is Class.
Orphanet 2588 SubClassOf OrphaCode.
Orphanet 2589 is Class.
Orphanet 2589 SubClassOf OrphaCode.
Orphanet 2590 is Class.
Orphanet 2590 SubClassOf OrphaCode.
Orphanet 2591 is Class.
Orphanet 2591 SubClassOf OrphaCode.
Orphanet 2593 is Class.
Orphanet 2593 SubClassOf OrphaCode.
Orphanet 2596 is Class.
Orphanet 2596 SubClassOf OrphaCode.
Orphanet 25968 is Class.
Orphanet 25968 SubClassOf OrphaCode.
Orphanet 2597 is Class.
Orphanet 2597 SubClassOf OrphaCode.
Orphanet 2598 is Class.
Orphanet 2598 SubClassOf OrphaCode.
Orphanet 26 is Class.
Orphanet 26 SubClassOf OrphaCode.
Orphanet 2604 is Class.
Orphanet 2604 SubClassOf OrphaCode.
Orphanet 2608 is Class.
Orphanet 2608 SubClassOf OrphaCode.
Orphanet 2609 is Class.
Orphanet 2609 SubClassOf OrphaCode.
Orphanet 261 is Class.
Orphanet 261 SubClassOf OrphaCode.
Orphanet 2611 is Class.
Orphanet 2611 SubClassOf OrphaCode.
Orphanet 261102 is Class.
Orphanet 261102 SubClassOf OrphaCode.
Orphanet 261112 is Class.
Orphanet 261112 SubClassOf OrphaCode.
Orphanet 261120 is Class.
Orphanet 261120 SubClassOf OrphaCode.
Orphanet 261144 is Class.
Orphanet 261144 SubClassOf OrphaCode.
Orphanet 261183 is Class.
Orphanet 261183 SubClassOf OrphaCode.
Orphanet 261190 is Class.
Orphanet 261190 SubClassOf OrphaCode.
Orphanet 261197 is Class.
Orphanet 261197 SubClassOf OrphaCode.
Orphanet 2612 is Class.
Orphanet 2612 SubClassOf OrphaCode.
Orphanet 261204 is Class.
Orphanet 261204 SubClassOf OrphaCode.
Orphanet 261211 is Class.
Orphanet 261211 SubClassOf OrphaCode.
Orphanet 261222 is Class.
Orphanet 261222 SubClassOf OrphaCode.
Orphanet 261229 is Class.
Orphanet 261229 SubClassOf OrphaCode.
Orphanet 261236 is Class.
Orphanet 261236 SubClassOf OrphaCode.
Orphanet 261243 is Class.
Orphanet 261243 SubClassOf OrphaCode.
Orphanet 261250 is Class.
Orphanet 261250 SubClassOf OrphaCode.
Orphanet 261265 is Class.
Orphanet 261265 SubClassOf OrphaCode.
Orphanet 261272 is Class.
Orphanet 261272 SubClassOf OrphaCode.
Orphanet 261279 is Class.
Orphanet 261279 SubClassOf OrphaCode.
Orphanet 261290 is Class.
Orphanet 261290 SubClassOf OrphaCode.
Orphanet 261295 is Class.
Orphanet 261295 SubClassOf OrphaCode.
Orphanet 2613 is Class.
Orphanet 2613 SubClassOf OrphaCode.
Orphanet 261304 is Class.
Orphanet 261304 SubClassOf OrphaCode.
Orphanet 261311 is Class.
Orphanet 261311 SubClassOf OrphaCode.
Orphanet 261318 is Class.
Orphanet 261318 SubClassOf OrphaCode.
Orphanet 261323 is Class.
Orphanet 261323 SubClassOf OrphaCode.
Orphanet 261330 is Class.
Orphanet 261330 SubClassOf OrphaCode.
Orphanet 261337 is Class.
Orphanet 261337 SubClassOf OrphaCode.
Orphanet 261344 is Class.
Orphanet 261344 SubClassOf OrphaCode.
Orphanet 261349 is Class.
Orphanet 261349 SubClassOf OrphaCode.
Orphanet 26137 is Class.
Orphanet 26137 SubClassOf OrphaCode.
Orphanet 2614 is Class.
Orphanet 2614 SubClassOf OrphaCode.
Orphanet 261476 is Class.
Orphanet 261476 SubClassOf OrphaCode.
Orphanet 261483 is Class.
Orphanet 261483 SubClassOf OrphaCode.
Orphanet 261494 is Class.
Orphanet 261494 SubClassOf OrphaCode.
Orphanet 261519 is Class.
Orphanet 261519 SubClassOf OrphaCode.
Orphanet 261524 is Class.
Orphanet 261524 SubClassOf OrphaCode.
Orphanet 261529 is Class.
Orphanet 261529 SubClassOf OrphaCode.
Orphanet 261534 is Class.
Orphanet 261534 SubClassOf OrphaCode.
Orphanet 261537 is Class.
Orphanet 261537 SubClassOf OrphaCode.
Orphanet 261552 is Class.
Orphanet 261552 SubClassOf OrphaCode.
Orphanet 261584 is Class.
Orphanet 261584 SubClassOf OrphaCode.
Orphanet 2616 is Class.
Orphanet 2616 SubClassOf OrphaCode.
Orphanet 261652 is Class.
Orphanet 261652 SubClassOf OrphaCode.
Orphanet 2617 is Class.
Orphanet 2617 SubClassOf OrphaCode.
Orphanet 2619 is Class.
Orphanet 2619 SubClassOf OrphaCode.
Orphanet 261920 is Class.
Orphanet 261920 SubClassOf OrphaCode.
Orphanet 2631 is Class.
Orphanet 2631 SubClassOf OrphaCode.
Orphanet 2632 is Class.
Orphanet 2632 SubClassOf OrphaCode.
Orphanet 263297 is Class.
Orphanet 263297 SubClassOf OrphaCode.
Orphanet 2633 is Class.
Orphanet 2633 SubClassOf OrphaCode.
Orphanet 2634 is Class.
Orphanet 2634 SubClassOf OrphaCode.
Orphanet 263410 is Class.
Orphanet 263410 SubClassOf OrphaCode.
Orphanet 263455 is Class.
Orphanet 263455 SubClassOf OrphaCode.
