www.w3.org/2000/01/-schema# is Datatype
Z72_1 DisjointWith Z72_4
Z72_1 DisjointWith Z72_3
Z72_1 DisjointWith Z72_2
Z72_1 DisjointWith Z72_0
Z72_2 is Class
Z72_2 SubClassOf Z72
Z72_2 DisjointWith Z72_9
Z72_2 DisjointWith Z72_8
Z72_2 DisjointWith Z72_6
Z72_2 DisjointWith Z72_5
Z72_2 DisjointWith Z72_4
Z72_2 DisjointWith Z72_3
Z72_2 DisjointWith Z72_1
Z72_2 DisjointWith Z72_0
Z72_3 is Class
Z72_3 SubClassOf Z72
Z72_3 DisjointWith Z72_9
Z72_3 DisjointWith Z72_8
Z72_3 DisjointWith Z72_6
Z72_3 DisjointWith Z72_5
Z72_3 DisjointWith Z72_4
Z72_3 DisjointWith Z72_2
Z72_3 DisjointWith Z72_1
Z72_3 DisjointWith Z72_0
Z72_4 is Class
Z72_4 SubClassOf Z72
Z72_4 DisjointWith Z72_9
Z72_4 DisjointWith Z72_8
Z72_4 DisjointWith Z72_6
Z72_4 DisjointWith Z72_5
Z72_4 DisjointWith Z72_3
Z72_4 DisjointWith Z72_2
Z72_4 DisjointWith Z72_1
Z72_4 DisjointWith Z72_0
Z72_5 is Class
Z72_5 SubClassOf Z72
Z72_5 DisjointWith Z72_9
Z72_5 DisjointWith Z72_8
Z72_5 DisjointWith Z72_6
Z72_5 DisjointWith Z72_4
Z72_5 DisjointWith Z72_3
Z72_5 DisjointWith Z72_2
Z72_5 DisjointWith Z72_1
Z72_5 DisjointWith Z72_0
Z72_6 is Class
Z72_6 SubClassOf Z72
Z72_6 DisjointWith Z72_9
Z72_6 DisjointWith Z72_8
Z72_6 DisjointWith Z72_5
Z72_6 DisjointWith Z72_4
Z72_6 DisjointWith Z72_3
Z72_6 DisjointWith Z72_2
Z72_6 DisjointWith Z72_1
Z72_6 DisjointWith Z72_0
Z72_8 is Class
Z72_8 SubClassOf Z72
Z72_8 DisjointWith Z72_9
Z72_8 DisjointWith Z72_6
Z72_8 DisjointWith Z72_5
Z72_8 DisjointWith Z72_4
Z72_8 DisjointWith Z72_3
Z72_8 DisjointWith Z72_2
Z72_8 DisjointWith Z72_1
Z72_8 DisjointWith Z72_0
Z72_9 is Class
Z72_9 SubClassOf Z72
Z72_9 DisjointWith Z72_8
Z72_9 DisjointWith Z72_6
Z72_9 DisjointWith Z72_5
Z72_9 DisjointWith Z72_4
Z72_9 DisjointWith Z72_3
Z72_9 DisjointWith Z72_2
Z72_9 DisjointWith Z72_1
Z72_9 DisjointWith Z72_0
Z73 is Class
Z73_0 is Class
Z73_0 SubClassOf Z73
Z73_0 DisjointWith Z73_9
Z73_0 DisjointWith Z73_8
Z73_0 DisjointWith Z73_6
Z73_0 DisjointWith Z73_5
Z73_0 DisjointWith Z73_4
Z73_0 DisjointWith Z73_3
Z73_0 DisjointWith Z73_2
Z73_0 DisjointWith Z73_1
Z73_1 is Class
Z73_1 SubClassOf Z73
Z73_1 DisjointWith Z73_9
Z73_1 DisjointWith Z73_8
Z73_1 DisjointWith Z73_6
Z73_1 DisjointWith Z73_5
Z73_1 DisjointWith Z73_4
Z73_1 DisjointWith Z73_3
Z73_1 DisjointWith Z73_2
Z73_1 DisjointWith Z73_0
Z73_2 is Class
Z73_2 SubClassOf Z73
Z73_2 DisjointWith Z73_9
Z73_2 DisjointWith Z73_8
Z73_2 DisjointWith Z73_6
Z73_2 DisjointWith Z73_5
Z73_2 DisjointWith Z73_4
Z73_2 DisjointWith Z73_3
Z73_2 DisjointWith Z73_1
Z73_2 DisjointWith Z73_0
Z73_3 is Class
Z73_3 SubClassOf Z73
Z73_3 DisjointWith Z73_9
Z73_3 DisjointWith Z73_8
Z73_3 DisjointWith Z73_6
Z73_3 DisjointWith Z73_5
Z73_3 DisjointWith Z73_4
Z73_3 DisjointWith Z73_2
Z73_3 DisjointWith Z73_1
Z73_3 DisjointWith Z73_0
Z73_4 is Class
Z73_4 SubClassOf Z73
Z73_4 DisjointWith Z73_9
Z73_4 DisjointWith Z73_8
Z73_4 DisjointWith Z73_6
Z73_4 DisjointWith Z73_5
Z73_4 DisjointWith Z73_3
Z73_4 DisjointWith Z73_2
Z73_4 DisjointWith Z73_1
Z73_4 DisjointWith Z73_0
Z73_5 is Class
Z73_5 SubClassOf Z73
Z73_5 DisjointWith Z73_9
Z73_5 DisjointWith Z73_8
Z73_5 DisjointWith Z73_6
Z73_5 DisjointWith Z73_4
Z73_5 DisjointWith Z73_3
Z73_5 DisjointWith Z73_2
Z73_5 DisjointWith Z73_1
Z73_5 DisjointWith Z73_0
Z73_6 is Class
Z73_6 SubClassOf Z73
Z73_6 DisjointWith Z73_9
Z73_6 DisjointWith Z73_8
Z73_6 DisjointWith Z73_5
Z73_6 DisjointWith Z73_4
Z73_6 DisjointWith Z73_3
Z73_6 DisjointWith Z73_2
Z73_6 DisjointWith Z73_1
Z73_6 DisjointWith Z73_0
Z73_8 is Class
Z73_8 SubClassOf Z73
Z73_8 DisjointWith Z73_9
Z73_8 DisjointWith Z73_6
Z73_8 DisjointWith Z73_5
Z73_8 DisjointWith Z73_4
Z73_8 DisjointWith Z73_3
Z73_8 DisjointWith Z73_2
Z73_8 DisjointWith Z73_1
Z73_8 DisjointWith Z73_0
Z73_9 is Class
Z73_9 SubClassOf Z73
Z73_9 DisjointWith Z73_8
Z73_9 DisjointWith Z73_6
Z73_9 DisjointWith Z73_5
Z73_9 DisjointWith Z73_4
Z73_9 DisjointWith Z73_3
Z73_9 DisjointWith Z73_2
Z73_9 DisjointWith Z73_1
Z73_9 DisjointWith Z73_0
Z74 is Class
Z74_0 is Class
Z74_0 SubClassOf Z74
Z74_0 DisjointWith Z74_9
Z74_0 DisjointWith Z74_8
Z74_0 DisjointWith Z74_3
Z74_0 DisjointWith Z74_2
Z74_0 DisjointWith Z74_1
Z74_1 is Class
Z74_1 SubClassOf Z74
Z74_1 DisjointWith Z74_9
Z74_1 DisjointWith Z74_8
Z74_1 DisjointWith Z74_3
Z74_1 DisjointWith Z74_2
Z74_1 DisjointWith Z74_0
Z74_2 is Class
Z74_2 SubClassOf Z74
Z74_2 DisjointWith Z74_9
Z74_2 DisjointWith Z74_8
Z74_2 DisjointWith Z74_3
Z74_2 DisjointWith Z74_1
Z74_2 DisjointWith Z74_0
Z74_3 is Class
Z74_3 SubClassOf Z74
Z74_3 DisjointWith Z74_9
Z74_3 DisjointWith Z74_8
Z74_3 DisjointWith Z74_2
Z74_3 DisjointWith Z74_1
Z74_3 DisjointWith Z74_0
Z74_8 is Class
Z74_8 SubClassOf Z74
Z74_8 DisjointWith Z74_9
Z74_8 DisjointWith Z74_3
Z74_8 DisjointWith Z74_2
Z74_8 DisjointWith Z74_1
Z74_8 DisjointWith Z74_0
Z74_9 is Class
Z74_9 SubClassOf Z74
Z74_9 DisjointWith Z74_8
Z74_9 DisjointWith Z74_3
Z74_9 DisjointWith Z74_2
Z74_9 DisjointWith Z74_1
Z74_9 DisjointWith Z74_0
Z75 is Class
Z75_0 is Class
Z75_0 SubClassOf Z75
Z75_0 DisjointWith Z75_9
Z75_0 DisjointWith Z75_8
Z75_0 DisjointWith Z75_5
Z75_0 DisjointWith Z75_4
Z75_0 DisjointWith Z75_3
Z75_0 DisjointWith Z75_2
Z75_0 DisjointWith Z75_1
Z75_1 is Class
Z75_1 SubClassOf Z75
Z75_1 DisjointWith Z75_9
Z75_1 DisjointWith Z75_8
Z75_1 DisjointWith Z75_5
Z75_1 DisjointWith Z75_4
Z75_1 DisjointWith Z75_3
Z75_1 DisjointWith Z75_2
Z75_1 DisjointWith Z75_0
Z75_2 is Class
Z75_2 SubClassOf Z75
Z75_2 DisjointWith Z75_9
Z75_2 DisjointWith Z75_8
Z75_2 DisjointWith Z75_5
Z75_2 DisjointWith Z75_4
Z75_2 DisjointWith Z75_3
Z75_2 DisjointWith Z75_1
Z75_2 DisjointWith Z75_0
Z75_3 is Class
Z75_3 SubClassOf Z75
Z75_3 DisjointWith Z75_9
Z75_3 DisjointWith Z75_8
Z75_3 DisjointWith Z75_5
Z75_3 DisjointWith Z75_4
Z75_3 DisjointWith Z75_2
Z75_3 DisjointWith Z75_1
Z75_3 DisjointWith Z75_0
Z75_4 is Class
Z75_4 SubClassOf Z75
Z75_4 DisjointWith Z75_9
Z75_4 DisjointWith Z75_8
Z75_4 DisjointWith Z75_5
Z75_4 DisjointWith Z75_3
Z75_4 DisjointWith Z75_2
Z75_4 DisjointWith Z75_1
Z75_4 DisjointWith Z75_0
Z75_5 is Class
Z75_5 SubClassOf Z75
Z75_5 DisjointWith Z75_9
Z75_5 DisjointWith Z75_8
Z75_5 DisjointWith Z75_4
Z75_5 DisjointWith Z75_3
Z75_5 DisjointWith Z75_2
Z75_5 DisjointWith Z75_1
Z75_5 DisjointWith Z75_0
Z75_8 is Class
Z75_8 SubClassOf Z75
Z75_8 DisjointWith Z75_9
Z75_8 DisjointWith Z75_5
Z75_8 DisjointWith Z75_4
Z75_8 DisjointWith Z75_3
Z75_8 DisjointWith Z75_2
Z75_8 DisjointWith Z75_1
Z75_8 DisjointWith Z75_0
Z75_9 is Class
Z75_9 SubClassOf Z75
Z75_9 DisjointWith Z75_8
Z75_9 DisjointWith Z75_5
Z75_9 DisjointWith Z75_4
Z75_9 DisjointWith Z75_3
Z75_9 DisjointWith Z75_2
Z75_9 DisjointWith Z75_1
Z75_9 DisjointWith Z75_0
Z76 is Class
Z76_0 is Class
Z76_0 SubClassOf Z76
Z76_0 DisjointWith Z76_9
Z76_0 DisjointWith Z76_8
Z76_0 DisjointWith Z76_5
Z76_0 DisjointWith Z76_4
Z76_0 DisjointWith Z76_3
Z76_0 DisjointWith Z76_2
Z76_0 DisjointWith Z76_1
Z76_1 is Class
Z76_1 SubClassOf Z76
Z76_1 DisjointWith Z76_9
Z76_1 DisjointWith Z76_8
Z76_1 DisjointWith Z76_5
Z76_1 DisjointWith Z76_4
Z76_1 DisjointWith Z76_3
Z76_1 DisjointWith Z76_2
Z76_1 DisjointWith Z76_0
Z76_2 is Class
Z76_2 SubClassOf Z76
Z76_2 DisjointWith Z76_9
Z76_2 DisjointWith Z76_8
Z76_2 DisjointWith Z76_5
Z76_2 DisjointWith Z76_4
Z76_2 DisjointWith Z76_3
Z76_2 DisjointWith Z76_1
Z76_2 DisjointWith Z76_0
Z76_3 is Class
Z76_3 SubClassOf Z76
Z76_3 DisjointWith Z76_9
Z76_3 DisjointWith Z76_8
Z76_3 DisjointWith Z76_5
Z76_3 DisjointWith Z76_4
Z76_3 DisjointWith Z76_2
Z76_3 DisjointWith Z76_1
Z76_3 DisjointWith Z76_0
Z76_4 is Class
Z76_4 SubClassOf Z76
Z76_4 DisjointWith Z76_9
Z76_4 DisjointWith Z76_8
Z76_4 DisjointWith Z76_5
Z76_4 DisjointWith Z76_3
Z76_4 DisjointWith Z76_2
Z76_4 DisjointWith Z76_1
Z76_4 DisjointWith Z76_0
Z76_5 is Class
Z76_5 SubClassOf Z76
Z76_5 DisjointWith Z76_9
Z76_5 DisjointWith Z76_8
Z76_5 DisjointWith Z76_4
Z76_5 DisjointWith Z76_3
Z76_5 DisjointWith Z76_2
Z76_5 DisjointWith Z76_1
Z76_5 DisjointWith Z76_0
Z76_8 is Class
Z76_8 SubClassOf Z76
Z76_8 DisjointWith Z76_9
Z76_8 DisjointWith Z76_5
Z76_8 DisjointWith Z76_4
Z76_8 DisjointWith Z76_3
Z76_8 DisjointWith Z76_2
Z76_8 DisjointWith Z76_1
Z76_8 DisjointWith Z76_0
Z76_9 is Class
Z76_9 SubClassOf Z76
Z76_9 DisjointWith Z76_8
Z76_9 DisjointWith Z76_5
Z76_9 DisjointWith Z76_4
Z76_9 DisjointWith Z76_3
Z76_9 DisjointWith Z76_2
Z76_9 DisjointWith Z76_1
Z76_9 DisjointWith Z76_0
Z80 is Class
Z80_0 is Class
Z80_0 SubClassOf Z80
Z80_0 DisjointWith Z80_9
Z80_0 DisjointWith Z80_8
Z80_0 DisjointWith Z80_7
Z80_0 DisjointWith Z80_6
Z80_0 DisjointWith Z80_5
Z80_0 DisjointWith Z80_4
Z80_0 DisjointWith Z80_3
Z80_0 DisjointWith Z80_2
Z80_0 DisjointWith Z80_1
Z80_1 is Class
Z80_1 SubClassOf Z80
Z80_1 DisjointWith Z80_9
Z80_1 DisjointWith Z80_8
Z80_1 DisjointWith Z80_7
Z80_1 DisjointWith Z80_6
Z80_1 DisjointWith Z80_5
Z80_1 DisjointWith Z80_4
Z80_1 DisjointWith Z80_3
Z80_1 DisjointWith Z80_2
Z80_1 DisjointWith Z80_0
Z80_2 is Class
Z80_2 SubClassOf Z80
Z80_2 DisjointWith Z80_9
Z80_2 DisjointWith Z80_8
Z80_2 DisjointWith Z80_7
Z80_2 DisjointWith Z80_6
Z80_2 DisjointWith Z80_5
Z80_2 DisjointWith Z80_4
Z80_2 DisjointWith Z80_3
Z80_2 DisjointWith Z80_1
Z80_2 DisjointWith Z80_0
Z80_3 is Class
Z80_3 SubClassOf Z80
Z80_3 DisjointWith Z80_9
Z80_3 DisjointWith Z80_8
Z80_3 DisjointWith Z80_7
Z80_3 DisjointWith Z80_6
Z80_3 DisjointWith Z80_5
Z80_3 DisjointWith Z80_4
Z80_3 DisjointWith Z80_2
Z80_3 DisjointWith Z80_1
Z80_3 DisjointWith Z80_0
Z80_4 is Class
Z80_4 SubClassOf Z80
Z80_4 DisjointWith Z80_9
Z80_4 DisjointWith Z80_8
Z80_4 DisjointWith Z80_7
Z80_4 DisjointWith Z80_6
Z80_4 DisjointWith Z80_5
Z80_4 DisjointWith Z80_3
Z80_4 DisjointWith Z80_2
Z80_4 DisjointWith Z80_1
Z80_4 DisjointWith Z80_0
Z80_5 is Class
Z80_5 SubClassOf Z80
Z80_5 DisjointWith Z80_9
Z80_5 DisjointWith Z80_8
Z80_5 DisjointWith Z80_7
Z80_5 DisjointWith Z80_6
Z80_5 DisjointWith Z80_4
Z80_5 DisjointWith Z80_3
Z80_5 DisjointWith Z80_2
Z80_5 DisjointWith Z80_1
Z80_5 DisjointWith Z80_0
Z80_6 is Class
Z80_6 SubClassOf Z80
Z80_6 DisjointWith Z80_9
Z80_6 DisjointWith Z80_8
Z80_6 DisjointWith Z80_7
Z80_6 DisjointWith Z80_5
Z80_6 DisjointWith Z80_4
Z80_6 DisjointWith Z80_3
Z80_6 DisjointWith Z80_2
Z80_6 DisjointWith Z80_1
Z80_6 DisjointWith Z80_0
Z80_7 is Class
Z80_7 SubClassOf Z80
Z80_7 DisjointWith Z80_9
Z80_7 DisjointWith Z80_8
Z80_7 DisjointWith Z80_6
Z80_7 DisjointWith Z80_5
Z80_7 DisjointWith Z80_4
Z80_7 DisjointWith Z80_3
Z80_7 DisjointWith Z80_2
Z80_7 DisjointWith Z80_1
Z80_7 DisjointWith Z80_0
Z80_8 is Class
Z80_8 SubClassOf Z80
Z80_8 DisjointWith Z80_9
Z80_8 DisjointWith Z80_7
Z80_8 DisjointWith Z80_6
Z80_8 DisjointWith Z80_5
Z80_8 DisjointWith Z80_4
Z80_8 DisjointWith Z80_3
Z80_8 DisjointWith Z80_2
Z80_8 DisjointWith Z80_1
Z80_8 DisjointWith Z80_0
Z80_9 is Class
Z80_9 SubClassOf Z80
Z80_9 DisjointWith Z80_8
Z80_9 DisjointWith Z80_7
Z80_9 DisjointWith Z80_6
Z80_9 DisjointWith Z80_5
Z80_9 DisjointWith Z80_4
Z80_9 DisjointWith Z80_3
Z80_9 DisjointWith Z80_2
Z80_9 DisjointWith Z80_1
Z80_9 DisjointWith Z80_0
Z80_Z99 is Class
Z80_Z99 SubClassOf Z00_Z99
Z81 is Class
Z81_0 is Class
Z81_0 SubClassOf Z81
Z81_0 DisjointWith Z81_8
Z81_0 DisjointWith Z81_4
Z81_0 DisjointWith Z81_3
Z81_0 DisjointWith Z81_2
Z81_0 DisjointWith Z81_1
Z81_1 is Class
Z81_1 SubClassOf Z81
Z81_1 DisjointWith Z81_8
Z81_1 DisjointWith Z81_4
Z81_1 DisjointWith Z81_3
Z81_1 DisjointWith Z81_2
Z81_1 DisjointWith Z81_0
Z81_2 is Class
Z81_2 SubClassOf Z81
Z81_2 DisjointWith Z81_8
Z81_2 DisjointWith Z81_4
Z81_2 DisjointWith Z81_3
Z81_2 DisjointWith Z81_1
Z81_2 DisjointWith Z81_0
Z81_3 is Class
Z81_3 SubClassOf Z81
Z81_3 DisjointWith Z81_8
Z81_3 DisjointWith Z81_4
Z81_3 DisjointWith Z81_2
Z81_3 DisjointWith Z81_1
Z81_3 DisjointWith Z81_0
Z81_4 is Class
Z81_4 SubClassOf Z81
Z81_4 DisjointWith Z81_8
Z81_4 DisjointWith Z81_3
Z81_4 DisjointWith Z81_2
Z81_4 DisjointWith Z81_1
Z81_4 DisjointWith Z81_0
Z81_8 is Class
Z81_8 SubClassOf Z81
Z81_8 DisjointWith Z81_4
Z81_8 DisjointWith Z81_3
Z81_8 DisjointWith Z81_2
Z81_8 DisjointWith Z81_1
Z81_8 DisjointWith Z81_0
Z82 is Class
Z82_0 is Class
Z82_0 SubClassOf Z82
Z82_0 DisjointWith Z82_8
Z82_0 DisjointWith Z82_7
Z82_0 DisjointWith Z82_6
Z82_0 DisjointWith Z82_5
Z82_0 DisjointWith Z82_4
Z82_0 DisjointWith Z82_3
Z82_0 DisjointWith Z82_2
Z82_0 DisjointWith Z82_1
Z82_1 is Class
Z82_1 SubClassOf Z82
Z82_1 DisjointWith Z82_8
Z82_1 DisjointWith Z82_7
Z82_1 DisjointWith Z82_6
Z82_1 DisjointWith Z82_5
Z82_1 DisjointWith Z82_4
Z82_1 DisjointWith Z82_3
Z82_1 DisjointWith Z82_2
Z82_1 DisjointWith Z82_0
Z82_2 is Class
Z82_2 SubClassOf Z82
Z82_2 DisjointWith Z82_8
Z82_2 DisjointWith Z82_7
Z82_2 DisjointWith Z82_6
Z82_2 DisjointWith Z82_5
Z82_2 DisjointWith Z82_4
Z82_2 DisjointWith Z82_3
Z82_2 DisjointWith Z82_1
Z82_2 DisjointWith Z82_0
Z82_3 is Class
Z82_3 SubClassOf Z82
Z82_3 DisjointWith Z82_8
Z82_3 DisjointWith Z82_7
Z82_3 DisjointWith Z82_6
Z82_3 DisjointWith Z82_5
Z82_3 DisjointWith Z82_4
Z82_3 DisjointWith Z82_2
Z82_3 DisjointWith Z82_1
Z82_3 DisjointWith Z82_0
Z82_4 is Class
Z82_4 SubClassOf Z82
Z82_4 DisjointWith Z82_8
Z82_4 DisjointWith Z82_7
Z82_4 DisjointWith Z82_6
Z82_4 DisjointWith Z82_5
Z82_4 DisjointWith Z82_3
Z82_4 DisjointWith Z82_2
Z82_4 DisjointWith Z82_1
Z82_4 DisjointWith Z82_0
Z82_5 is Class
Z82_5 SubClassOf Z82
Z82_5 DisjointWith Z82_8
Z82_5 DisjointWith Z82_7
Z82_5 DisjointWith Z82_6
Z82_5 DisjointWith Z82_4
Z82_5 DisjointWith Z82_3
Z82_5 DisjointWith Z82_2
Z82_5 DisjointWith Z82_1
Z82_5 DisjointWith Z82_0
Z82_6 is Class
Z82_6 SubClassOf Z82
Z82_6 DisjointWith Z82_8
Z82_6 DisjointWith Z82_7
Z82_6 DisjointWith Z82_5
Z82_6 DisjointWith Z82_4
Z82_6 DisjointWith Z82_3
Z82_6 DisjointWith Z82_2
Z82_6 DisjointWith Z82_1
Z82_6 DisjointWith Z82_0
Z82_7 is Class
Z82_7 SubClassOf Z82
Z82_7 DisjointWith Z82_8
Z82_7 DisjointWith Z82_6
Z82_7 DisjointWith Z82_5
Z82_7 DisjointWith Z82_4
Z82_7 DisjointWith Z82_3
Z82_7 DisjointWith Z82_2
Z82_7 DisjointWith Z82_1
Z82_7 DisjointWith Z82_0
Z82_8 is Class
Z82_8 SubClassOf Z82
Z82_8 DisjointWith Z82_7
Z82_8 DisjointWith Z82_6
Z82_8 DisjointWith Z82_5
Z82_8 DisjointWith Z82_4
Z82_8 DisjointWith Z82_3
Z82_8 DisjointWith Z82_2
Z82_8 DisjointWith Z82_1
Z82_8 DisjointWith Z82_0
Z83 is Class
Z83_0 is Class
Z83_0 SubClassOf Z83
Z83_0 DisjointWith Z83_7
Z83_0 DisjointWith Z83_6
Z83_0 DisjointWith Z83_5
Z83_0 DisjointWith Z83_4
Z83_0 DisjointWith Z83_3
Z83_0 DisjointWith Z83_2
Z83_0 DisjointWith Z83_1
Z83_1 is Class
Z83_1 SubClassOf Z83
Z83_1 DisjointWith Z83_7
Z83_1 DisjointWith Z83_6
Z83_1 DisjointWith Z83_5
Z83_1 DisjointWith Z83_4
Z83_1 DisjointWith Z83_3
Z83_1 DisjointWith Z83_2
Z83_1 DisjointWith Z83_0
Z83_2 is Class
Z83_2 SubClassOf Z83
Z83_2 DisjointWith Z83_7
Z83_2 DisjointWith Z83_6
Z83_2 DisjointWith Z83_5
Z83_2 DisjointWith Z83_4
Z83_2 DisjointWith Z83_3
Z83_2 DisjointWith Z83_1
Z83_2 DisjointWith Z83_0
Z83_3 is Class
Z83_3 SubClassOf Z83
Z83_3 DisjointWith Z83_7
Z83_3 DisjointWith Z83_6
Z83_3 DisjointWith Z83_5
Z83_3 DisjointWith Z83_4
Z83_3 DisjointWith Z83_2
Z83_3 DisjointWith Z83_1
Z83_3 DisjointWith Z83_0
Z83_4 is Class
Z83_4 SubClassOf Z83
Z83_4 DisjointWith Z83_7
Z83_4 DisjointWith Z83_6
Z83_4 DisjointWith Z83_5
Z83_4 DisjointWith Z83_3
Z83_4 DisjointWith Z83_2
Z83_4 DisjointWith Z83_1
Z83_4 DisjointWith Z83_0
Z83_5 is Class
Z83_5 SubClassOf Z83
Z83_5 DisjointWith Z83_7
Z83_5 DisjointWith Z83_6
Z83_5 DisjointWith Z83_4
Z83_5 DisjointWith Z83_3
Z83_5 DisjointWith Z83_2
Z83_5 DisjointWith Z83_1
Z83_5 DisjointWith Z83_0
Z83_6 is Class
Z83_6 SubClassOf Z83
Z83_6 DisjointWith Z83_7
Z83_6 DisjointWith Z83_5
Z83_6 DisjointWith Z83_4
Z83_6 DisjointWith Z83_3
Z83_6 DisjointWith Z83_2
Z83_6 DisjointWith Z83_1
Z83_6 DisjointWith Z83_0
Z83_7 is Class
Z83_7 SubClassOf Z83
Z83_7 DisjointWith Z83_6
Z83_7 DisjointWith Z83_5
Z83_7 DisjointWith Z83_4
Z83_7 DisjointWith Z83_3
Z83_7 DisjointWith Z83_2
Z83_7 DisjointWith Z83_1
Z83_7 DisjointWith Z83_0
Z84 is Class
Z84_0 is Class
Z84_0 SubClassOf Z84
Z84_0 DisjointWith Z84_8
Z84_0 DisjointWith Z84_3
Z84_0 DisjointWith Z84_2
Z84_0 DisjointWith Z84_1
Z84_1 is Class
Z84_1 SubClassOf Z84
Z84_1 DisjointWith Z84_8
Z84_1 DisjointWith Z84_3
Z84_1 DisjointWith Z84_2
Z84_1 DisjointWith Z84_0
Z84_2 is Class
Z84_2 SubClassOf Z84
Z84_2 DisjointWith Z84_8
Z84_2 DisjointWith Z84_3
Z84_2 DisjointWith Z84_1
Z84_2 DisjointWith Z84_0
Z84_3 is Class
Z84_3 SubClassOf Z84
Z84_3 DisjointWith Z84_8
Z84_3 DisjointWith Z84_2
Z84_3 DisjointWith Z84_1
Z84_3 DisjointWith Z84_0
Z84_8 is Class
Z84_8 SubClassOf Z84
Z84_8 DisjointWith Z84_3
Z84_8 DisjointWith Z84_2
Z84_8 DisjointWith Z84_1
Z84_8 DisjointWith Z84_0
Z85 is Class
Z85_0 is Class
Z85_0 SubClassOf Z85
Z85_0 DisjointWith Z85_9
Z85_0 DisjointWith Z85_8
Z85_0 DisjointWith Z85_7
Z85_0 DisjointWith Z85_6
Z85_0 DisjointWith Z85_5
Z85_0 DisjointWith Z85_4
Z85_0 DisjointWith Z85_3
Z85_0 DisjointWith Z85_2
Z85_0 DisjointWith Z85_1
Z85_1 is Class
Z85_1 SubClassOf Z85
Z85_1 DisjointWith Z85_9
Z85_1 DisjointWith Z85_8
Z85_1 DisjointWith Z85_7
Z85_1 DisjointWith Z85_6
Z85_1 DisjointWith Z85_5
Z85_1 DisjointWith Z85_4
Z85_1 DisjointWith Z85_3
Z85_1 DisjointWith Z85_2
Z85_1 DisjointWith Z85_0
Z85_2 is Class
Z85_2 SubClassOf Z85
Z85_2 DisjointWith Z85_9
Z85_2 DisjointWith Z85_8
Z85_2 DisjointWith Z85_7
Z85_2 DisjointWith Z85_6
Z85_2 DisjointWith Z85_5
Z85_2 DisjointWith Z85_4
Z85_2 DisjointWith Z85_3
Z85_2 DisjointWith Z85_1
Z85_2 DisjointWith Z85_0
Z85_3 is Class
Z85_3 SubClassOf Z85
Z85_3 DisjointWith Z85_9
Z85_3 DisjointWith Z85_8
Z85_3 DisjointWith Z85_7
Z85_3 DisjointWith Z85_6
Z85_3 DisjointWith Z85_5
Z85_3 DisjointWith Z85_4
Z85_3 DisjointWith Z85_2
Z85_3 DisjointWith Z85_1
Z85_3 DisjointWith Z85_0
Z85_4 is Class
Z85_4 SubClassOf Z85
Z85_4 DisjointWith Z85_9
Z85_4 DisjointWith Z85_8
Z85_4 DisjointWith Z85_7
Z85_4 DisjointWith Z85_6
Z85_4 DisjointWith Z85_5
Z85_4 DisjointWith Z85_3
Z85_4 DisjointWith Z85_2
Z85_4 DisjointWith Z85_1
Z85_4 DisjointWith Z85_0
Z85_5 is Class
Z85_5 SubClassOf Z85
Z85_5 DisjointWith Z85_9
Z85_5 DisjointWith Z85_8
Z85_5 DisjointWith Z85_7
Z85_5 DisjointWith Z85_6
Z85_5 DisjointWith Z85_4
Z85_5 DisjointWith Z85_3
Z85_5 DisjointWith Z85_2
Z85_5 DisjointWith Z85_1
Z85_5 DisjointWith Z85_0
Z85_6 is Class
Z85_6 SubClassOf Z85
Z85_6 DisjointWith Z85_9
Z85_6 DisjointWith Z85_8
Z85_6 DisjointWith Z85_7
Z85_6 DisjointWith Z85_5
Z85_6 DisjointWith Z85_4
Z85_6 DisjointWith Z85_3
Z85_6 DisjointWith Z85_2
Z85_6 DisjointWith Z85_1
Z85_6 DisjointWith Z85_0
Z85_7 is Class
Z85_7 SubClassOf Z85
Z85_7 DisjointWith Z85_9
Z85_7 DisjointWith Z85_8
Z85_7 DisjointWith Z85_6
Z85_7 DisjointWith Z85_5
Z85_7 DisjointWith Z85_4
Z85_7 DisjointWith Z85_3
Z85_7 DisjointWith Z85_2
Z85_7 DisjointWith Z85_1
Z85_7 DisjointWith Z85_0
Z85_8 is Class
Z85_8 SubClassOf Z85
Z85_8 DisjointWith Z85_9
Z85_8 DisjointWith Z85_7
Z85_8 DisjointWith Z85_6
Z85_8 DisjointWith Z85_5
Z85_8 DisjointWith Z85_4
Z85_8 DisjointWith Z85_3
Z85_8 DisjointWith Z85_2
Z85_8 DisjointWith Z85_1
Z85_8 DisjointWith Z85_0
Z85_9 is Class
Z85_9 SubClassOf Z85
Z85_9 DisjointWith Z85_8
Z85_9 DisjointWith Z85_7
Z85_9 DisjointWith Z85_6
Z85_9 DisjointWith Z85_5
Z85_9 DisjointWith Z85_4
Z85_9 DisjointWith Z85_3
Z85_9 DisjointWith Z85_2
Z85_9 DisjointWith Z85_1
Z85_9 DisjointWith Z85_0
Z86 is Class
Z86_0 is Class
Z86_0 SubClassOf Z86
Z86_0 DisjointWith Z86_7
Z86_0 DisjointWith Z86_6
Z86_0 DisjointWith Z86_5
Z86_0 DisjointWith Z86_4
Z86_0 DisjointWith Z86_3
Z86_0 DisjointWith Z86_2
Z86_0 DisjointWith Z86_1
Z86_1 is Class
Z86_1 SubClassOf Z86
Z86_1 DisjointWith Z86_7
Z86_1 DisjointWith Z86_6
Z86_1 DisjointWith Z86_5
